Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2,L
17.7779,17,18,15,18,16.9247,18.5795,0.566803
17.81,19,17,17,18,15.0802,20.3745,0.55335
17.8209,17,17,15,17,17.8197,17.822,0.572042
17.8211,18,17,17,16,13.596,21.7903,0.585037
17.8497,17,19,17,17,16.7955,18.8401,0.562224
17.8765,18,17,18,17,13.8094,21.6974,0.621041
17.9109,20,18,17,17,14.6398,20.9839,0.572857
17.9523,19,17,18,18,15.6778,20.0889,0.549956
17.9978,17,18,15,19,15.7907,20.0712,0.560811
18.0312,17,17,17,19,14.8358,21.0331,0.551896
18.0565,18,18,17,17,15.667,20.3013,0.567775
18.0682,17,17,17,18,14.6985,21.2338,0.591455
18.0694,17,19,15,18,17.6783,18.4368,0.541784
18.1277,19,18,15,17,18.6532,17.6341,0.57145
18.1347,19,20,15,17,17.8163,18.4338,0.569516
18.1566,18,19,15,19,17.8137,18.4787,0.562208
18.1989,18,18,20,18,15.2475,20.9715,0.570087
18.2443,17,19,15,17,18.6088,17.9019,0.572603
18.2596,18,18,17,19,15.1815,21.1512,0.596854
18.2683,17,19,17,19,14.9091,21.4242,0.576364
18.2697,18,17,17,17,15.9757,20.4247,0.557896
18.2796,19,17,18,17,15.2902,21.088,0.57632
18.3278,18,17,15,15,15.0347,21.4214,0.608101
18.3347,18,18,18,18,14.6271,21.8178,0.565178
18.3453,18,18,15,17,18.1993,18.4826,0.572996
18.3459,17,18,17,19,14.925,21.5596,0.550874
18.3506,18,17,16,17,18.1216,18.5657,0.567857
18.3736,19,17,20,17,14.4325,22.076,0.556181
18.4012,20,17,15,17,17.3934,19.3479,0.586873
18.4035,17,18,17,17,15.652,20.9884,0.566299
18.4091,17,17,18,19,14.9934,21.618,0.570428
18.4154,17,20,17,20,16.04,20.6469,0.577942
18.4273,17,17,18,15,12.7335,23.7762,0.594365
18.4299,17,17,16,15,16.2012,20.5237,0.562979
18.4354,18,19,16,18,18.4829,18.3909,0.562465
18.4407,17,17,19,18,14.9124,21.7553,0.593252
18.4481,15,17,17,17,21.2101,15.8534,0.564311
18.4552,17,18,15,17,17.4154,19.4321,0.567551
18.4655,19,17,18,15,14.4698,22.2192,0.571888
18.4681,19,20,17,17,16.6906,20.138,0.56669
18.4851,17,18,18,19,15.3689,21.4126,0.581426
18.5281,19,17,18,20,14.7469,22.0802,0.566674
18.5317,18,17,19,20,14.7129,22.1192,0.562132
18.5352,20,17,19,18,16.2614,20.6713,0.583001
18.5681,17,18,15,15,14.9794,21.9394,0.572318
18.5734,19,17,17,19,16.7369,20.2987,0.563698
18.5871,17,20,16,17,19.5721,17.6618,0.575439
18.5996,19,17,15,17,17.7031,19.4418,0.558499
18.6021,19,19,15,15,16.2135,20.8461,0.554103
18.6057,17,17,17,20,17.4055,19.7332,0.626321
18.613,19,19,19,17,16.7218,20.3897,0.563813
18.6164,18,18,18,19,15.369,21.667,0.566798
18.6184,19,18,19,15,15.6694,21.3887,0.566095
18.6414,19,17,17,17,17.1382,20.0535,0.554234
18.6476,18,17,15,18,17.6017,19.6302,0.550712
18.6568,19,19,16,17,17.4954,19.7479,0.570514
18.667,19,17,17,15,15.3333,21.7987,0.568035
18.6845,17,17,18,20,14.8697,22.2682,0.58745
18.6901,19,18,15,18,19.6777,17.7624,0.572424
18.7049,17,17,18,17,16.2636,20.9984,0.564677
18.7158,18,17,15,17,17.2975,20.0482,0.544584
18.7262,18,17,18,19,15.6893,21.5791,0.588874
18.7392,17,20,15,18,19.4849,18.0386,0.579027
18.7424,19,18,18,17,16.8322,20.537,0.56711
18.7468,19,17,16,15,15.4803,21.8156,0.572677
18.7714,18,18,18,17,16.2794,21.1125,0.554978
18.7716,19,19,15,17,18.4131,19.1085,0.551839
18.7796,17,17,16,17,16.3838,21.0303,0.569134
18.7977,15,17,15,17,22.4479,15.3686,0.566009
18.8008,20,17,17,17,15.1343,22.2452,0.570065
18.8149,20,17,18,17,16.0564,21.4063,0.582707
18.8157,17,17,20,17,14.1083,23.2379,0.561485
18.8181,18,19,17,17,16.3178,21.167,0.575246
18.8258,17,19,16,17,17.1389,20.4105,0.555265
18.8304,18,19,19,17,16.411,21.1032,0.565251
18.8371,16,18,18,15,20.7968,16.9961,0.579429
18.8384,18,19,17,19,16.9262,20.6347,0.567932
18.8444,17,17,19,19,15.6445,21.8505,0.555918
18.8452,18,18,16,20,18.7708,18.9151,0.571628
18.8556,18,18,17,18,15.3811,22.1197,0.561133
18.8614,15,17,15,15,22.1275,15.793,0.564354
18.8633,17,20,15,19,19.6677,18.1077,0.557093
18.8674,19,18,18,18,16.8512,20.7615,0.546416
18.8682,17,17,17,15,15.1208,22.3885,0.56556
18.8762,18,20,17,17,16.3379,21.2608,0.56077
18.8807,18,18,15,20,17.4747,20.2014,0.585755
18.8837,18,17,15,20,17.9896,19.7236,0.57485
18.8912,18,18,18,20,15.3482,22.2197,0.569845
18.894,19,17,16,17,17.6483,20.0642,0.579981
18.8965,20,17,17,18,15.5781,22.0138,0.566307
18.8967,19,19,17,17,15.5555,22.0355,0.57803
18.9061,19,18,15,19,19.229,18.6028,0.569466
18.9117,17,18,19,19,15.7556,21.8766,0.579133
18.9136,19,18,15,20,17.6086,20.1396,0.570379
18.9172,17,18,16,19,17.5843,20.1693,0.594119
18.9185,18,19,18,17,16.3873,21.2965,0.567758
18.9237,19,18,16,17,18.4313,19.3862,0.570641
18.9336,19,17,15,19,16.5752,21.1493,0.57054
18.9373,17,19,16,18,18.8497,19.0196,0.558873
18.9462,18,17,16,19,17.974,19.8595,0.576089
18.9481,18,17,20,17,13.9788,23.6166,0.587394
18.9557,18,18,16,17,19.6692,18.2854,0.562551
18.966,19,19,15,20,18.6454,19.2671,0.554145
18.9717,18,15,18,17,13.9951,23.647,0.565402
18.9766,15,17,17,16,19.9864,18.0279,0.552486
18.9788,19,18,17,18,16.0547,21.7259,0.564907
18.9807,19,18,17,19,16.5281,21.2848,0.5813
18.983,17,17,20,18,14.8721,22.845,0.561509
18.9879,18,18,19,18,15.0411,22.6957,0.577392
18.9961,17,19,20,19,16.4664,21.3726,0.578711
18.9984,17,18,17,20,16.5474,21.301,0.596706
18.9985,19,19,16,18,17.6666,20.2498,0.569093
19.0063,17,18,16,18,18.9367,19.0717,0.554702
19.0092,18,18,16,19,18.8089,19.1974,0.582295
19.0152,19,18,16,18,18.632,19.3753,0.570893
19.0163,17,18,17,15,14.1251,23.6112,0.554924
19.0383,19,17,16,16,14.6452,23.1654,0.563099
19.0403,17,15,16,17,13.5356,24.2116,0.567343
19.042,17,20,18,18,16.3516,21.5696,0.554755
19.0492,20,17,19,17,15.1107,22.7492,0.568186
19.0619,19,18,15,16,16.313,21.6443,0.567585
19.0704,17,20,19,18,16.3928,21.5859,0.566556
19.0834,15,17,18,17,21.4639,16.8471,0.578057
19.0848,19,18,17,17,15.9421,22.0371,0.559913
19.0892,17,20,17,17,17.9144,20.1928,0.574988
19.0936,15,15,17,17,16.9031,21.1515,0.562993
19.0979,19,19,18,18,17.3386,20.7507,0.569764
19.0988,17,20,20,17,16.5121,21.5288,0.575899
19.1022,17,17,15,20,17.2731,20.8206,0.559216
19.106,17,19,15,16,16.4954,21.5585,0.564737
19.1069,16,17,17,20,22.8524,15.5883,0.587146
19.1117,19,17,16,18,18.7615,19.4406,0.572364
19.1207,17,17,18,18,16.5922,21.4962,0.590609
19.1207,17,20,17,19,17.0152,21.0987,0.56422
19.1229,18,19,15,17,20.8346,17.5147,0.573907
19.1242,17,19,17,18,16.16,21.9088,0.511361
19.1468,17,17,19,15,13.0052,24.9166,0.588106
19.1489,17,18,16,17,17.807,20.4096,0.570982
19.1499,15,17,19,18,21.8796,16.5856,0.579292
19.153,20,18,19,19,17.1497,21.035,0.563602
19.1557,17,17,15,15,16.4856,21.6641,0.575815
19.1569,20,17,16,18,18.2977,19.964,0.599755
19.1596,19,20,16,18,18.2959,19.971,0.566399
19.1601,16,17,17,16,19.7291,18.6256,0.560072
19.1616,18,19,17,15,14.7372,23.318,0.559808
19.1703,17,17,19,20,15.9471,22.1982,0.575863
19.1818,20,18,17,20,16.244,21.9418,0.568346
19.1877,17,20,17,18,17.1724,21.0809,0.564875
19.1988,20,17,19,15,13.9304,24.1482,0.585938
19.2059,17,15,15,17,13.5143,24.5528,0.591133
19.2073,18,17,17,18,15.8379,22.3727,0.575594
19.2106,18,17,15,16,14.5724,23.5679,0.57239
19.2114,18,17,17,19,15.9481,22.2771,0.568742
19.2196,17,19,19,18,17.0144,21.2912,0.55774
19.2213,17,19,17,20,17.3221,21.0054,0.562319
19.2241,18,19,16,15,16.9295,21.3798,0.580586
19.2244,15,18,18,18,21.8833,16.7266,0.571231
19.2339,19,18,19,20,16.4895,21.8121,0.552396
19.2442,20,17,15,20,17.7834,20.6167,0.579912
19.2501,20,18,18,18,16.0458,22.2604,0.550924
19.2549,18,18,15,19,18.2201,20.2269,0.566001
19.2586,20,20,18,17,18.4861,19.9842,0.580846
19.2811,17,19,17,15,15.6617,22.6813,0.564848
19.2832,19,19,18,19,17.2668,21.1776,0.561688
19.2979,17,20,20,19,18.2268,20.3042,0.585699
19.3025,19,18,19,17,16.5739,21.8658,0.572445
19.3114,18,18,17,20,17.3709,21.1345,0.570304
19.3133,17,19,18,19,16.1191,22.3141,0.577233
19.3182,17,16,15,18,14.4154,23.924,0.552222
19.3213,18,18,20,17,16.2315,22.2239,0.571784
19.329,17,19,18,18,17.4676,21.0775,0.56048
19.3317,17,19,15,19,19.1647,19.4886,0.571922
19.3349,18,19,18,19,17.3485,21.201,0.572504
19.3366,17,18,15,20,19.2611,19.4075,0.565949
19.3426,18,19,19,19,15.4784,22.9727,0.569499
19.3432,17,20,18,17,17.8474,20.7484,0.615758
19.3466,19,17,15,15,15.6706,22.7999,0.567506
19.3525,17,18,18,18,16.4437,22.0851,0.562177
19.3657,17,19,20,18,16.2747,22.2695,0.568082
19.3662,18,17,18,18,15.221,23.2604,0.557244
19.3743,20,17,18,19,16.6682,21.9165,0.571268
19.3835,17,16,16,18,14.3827,24.0815,0.568535
19.3861,18,17,16,18,19.0955,19.6591,0.567229
19.3928,17,17,18,16,13.0073,25.3916,0.566304
19.3945,17,20,16,19,18.885,19.8732,0.56453
19.3953,19,18,15,15,16.0572,22.5313,0.563564
19.3959,20,19,18,19,17.5597,21.121,0.57823
19.4017,15,15,17,18,17.3408,21.3378,0.576454
19.4106,19,20,17,20,17.5322,21.1752,0.571064
19.4193,17,19,19,16,14.4838,24.0559,0.571139
19.4216,15,16,15,17,20.7371,18.1857,0.56938
19.4238,17,19,20,17,15.7535,22.8718,0.519076
19.4274,17,18,18,15,14.0402,24.4884,0.576195
19.4284,19,20,17,15,16.3375,22.332,0.573115
19.4334,19,18,16,19,19.1801,19.6714,0.559018
19.4394,19,19,19,18,18.0795,20.717,0.567436
19.4403,17,17,15,16,15.382,23.2528,0.547599
19.4429,20,18,16,17,19.0775,19.7861,0.557898
19.4446,19,18,17,20,17.5475,21.2269,0.603825
19.4524,19,18,19,18,16.8902,21.8594,0.558815
19.4535,19,19,18,17,18.1541,20.6742,0.552427
19.4577,19,18,16,15,15.6468,23.0378,0.614385
19.4596,18,16,15,17,14.1781,24.4213,0.555719
19.4601,18,18,15,15,17.2716,21.5161,0.58076
19.4726,17,17,16,20,16.519,22.2474,0.56968
19.4755,20,17,15,18,18.7205,20.1848,0.574397
19.481,15,17,18,16,19.5245,19.4402,0.559291
19.4828,20,19,16,18,20.7316,18.3097,0.561284
19.4889,15,17,18,18,23.0017,16.1888,0.548069
19.4974,18,19,16,20,17.9812,20.9218,0.562895
19.5004,15,18,18,15,20.4337,18.6237,0.5612
19.5175,15,18,17,17,23.0924,16.1592,0.559209
19.5183,20,17,17,15,15.6462,23.1559,0.584827
19.5253,20,19,17,17,17.0387,21.8614,0.584626
19.5254,19,17,19,19,16.6863,22.1925,0.565402
19.5257,19,19,17,15,16.0943,22.7493,0.57398
19.5315,18,20,17,18,16.2023,22.6591,0.571848
19.5344,17,19,19,17,16.1249,22.7373,0.574943
19.5427,18,17,20,18,16.4347,22.4625,0.56027
19.5469,19,17,15,20,18.3673,20.655,0.578498
19.5524,17,15,15,18,14.3473,24.4422,0.591588
19.554,18,20,16,18,20.2344,18.9148,0.569914
19.5556,18,19,15,20,19.8292,19.2985,0.550017
19.557,15,18,15,18,24.7022,14.7234,0.580664
19.5606,18,17,19,19,16.0548,22.854,0.567561
19.5639,18,18,16,18,18.5166,20.5478,0.565394
19.5696,15,18,17,18,20.6285,18.5748,0.575452
19.5697,17,20,16,20,19.184,19.9322,0.581409
19.5709,18,19,16,16,17.0295,21.9584,0.556488
19.5774,20,18,19,18,14.8216,24.0453,0.576089
19.5813,17,19,19,19,17.2112,21.8079,0.586892
19.5826,17,17,17,16,14.3434,24.5044,0.574792
19.5864,18,17,19,18,16.7067,22.2917,0.567046
19.587,19,20,18,17,18.4401,20.6645,0.563615
19.6033,18,20,18,20,18.0558,21.0572,0.566042
19.6059,17,17,19,16,14.1367,24.7439,0.571606
19.6084,20,17,16,17,18.5562,20.5968,0.599638
19.6123,17,20,17,16,15.6818,23.3048,0.567578
19.6133,15,15,15,19,20.2068,19.0558,0.569605
19.6169,17,20,16,18,18.9156,20.2757,0.590768
19.6313,18,17,19,15,15.062,23.9238,0.574785
19.6337,20,18,18,17,17.6151,21.53,0.575711
19.6432,18,17,18,20,16.4414,22.6511,0.577509
19.6448,17,19,15,15,16.2413,22.8423,0.564956
19.6506,17,18,16,15,16.3319,22.7683,0.519956
19.6543,20,19,15,17,20.3888,18.9644,0.571429
19.6606,17,20,18,19,18.365,20.8778,0.58519
19.6728,18,18,18,16,15.2229,23.8532,0.565591
19.6731,18,19,15,15,17.1294,22.0627,0.570928
19.6749,18,17,20,19,14.8906,24.1694,0.583084
19.6799,18,20,15,19,19.2474,20.0862,0.531442
19.683,18,20,15,18,19.7044,19.6628,0.56292
19.6956,15,15,15,17,19.3757,19.9961,0.585509
19.699,18,18,16,16,17.3607,21.8956,0.574465
19.7084,17,18,20,18,16.589,22.6389,0.565318
19.7144,18,19,18,18,16.3648,22.8612,0.574019
19.7175,20,18,19,17,15.9666,23.2412,0.578961
19.732,19,17,20,19,17.2526,22.0613,0.569121
19.7342,15,15,15,16,16.7874,22.5026,0.561253
19.7406,19,19,16,19,18.721,20.6985,0.580419
19.7411,17,18,20,16,15.067,24.132,0.572414
19.7459,18,17,17,20,17.6826,21.6842,0.57469
19.7459,20,18,17,18,17.2505,22.0902,0.580255
19.7501,18,19,16,17,19.9781,19.5359,0.574268
19.7516,20,20,17,18,18.7012,20.7384,0.57814
19.7517,20,17,17,16,14.7762,24.4258,0.570779
19.7537,18,17,15,19,18.7272,20.718,0.564811
19.7543,15,18,18,17,23.8141,15.9404,0.571127
19.7575,15,17,17,18,22.6052,17.0823,0.573572
19.7622,17,18,18,20,16.9006,22.4505,0.582967
19.7627,18,19,17,18,18.9627,20.5142,0.593884
19.7651,19,20,15,15,16.9028,22.4541,0.567404
19.7688,20,18,20,18,17.0372,22.335,0.566703
19.7738,18,20,18,15,15.8113,23.4963,0.564245
19.774,19,19,16,15,18.1759,21.2754,0.566904
19.7785,17,17,20,20,16.0682,23.2641,0.569045
19.7799,20,19,15,15,18.6649,20.8274,0.565112
19.7834,16,17,17,17,21.6959,17.9867,0.576109
19.7915,17,20,17,15,15.6281,23.7028,0.614138
19.7957,20,17,20,18,15.4121,23.9139,0.558429
19.8062,19,19,17,19,16.2239,23.1715,0.562261
19.8084,20,17,18,18,16.7793,22.654,0.567687
19.8102,20,18,17,15,14.7648,24.5501,0.576489
19.8217,19,18,16,16,16.6984,22.7558,0.564138
19.8243,19,19,17,20,17.6249,21.8905,0.572284
19.8251,20,17,18,20,17.9446,21.5917,0.578254
19.838,20,18,15,20,19.152,20.4824,0.567582
19.839,16,17,19,20,22.8749,16.9869,0.568805
19.8449,18,20,16,17,20.0966,19.6084,0.576557
19.8457,19,20,17,19,18.0213,21.5597,0.559439
19.8485,17,20,15,20,20.2519,19.4695,0.566628
19.8528,19,19,15,18,20.2835,19.4483,0.567649
19.8535,20,19,17,18,16.8515,22.6737,0.590994
19.8596,17,20,19,17,18.1088,21.5044,0.568965
19.865,18,17,16,15,16.7864,22.757,0.571517
19.8686,20,18,15,19,18.329,21.3149,0.567838
19.8697,19,15,16,17,14.3261,25.0777,0.557085
19.8792,19,18,17,15,14.9772,24.4843,0.55433
19.8813,20,19,17,20,17.923,21.721,0.588727
19.8819,18,18,20,19,16.8291,22.7497,0.591846
19.8895,20,19,15,20,19.0352,20.6922,0.577037
19.8968,20,20,17,20,18.7348,20.9885,0.567014
19.9024,18,18,18,15,14.0049,25.4427,0.564459
19.9096,17,19,18,17,17.2432,22.4145,0.570095
19.9121,17,15,15,15,13.2815,26.1412,0.558464
19.9136,17,19,20,20,16.6983,22.9342,0.569803
19.9163,18,17,20,20,15.7881,23.7944,0.571936
19.9242,19,16,15,19,14.1708,25.3292,0.56419
19.9249,20,17,20,17,16.5834,23.0641,0.588738
19.9257,17,18,19,20,16.2226,23.4045,0.572245
19.9308,19,17,18,19,16.9678,22.7143,0.5626
19.9313,18,16,15,19,14.526,25.0093,0.573986
19.9324,17,17,20,19,15.3357,24.2507,0.563274
19.9377,19,20,15,19,19.7834,20.0827,0.585844
19.9441,17,20,15,17,18.2919,21.4963,0.567323
19.9482,20,18,15,18,21.321,18.6585,0.55252
19.9489,15,17,19,17,22.6766,17.3864,0.597721
19.9506,17,18,16,16,15.6334,24.0063,0.561975
19.9543,16,18,15,17,25.453,14.7885,0.567969
19.9572,19,19,17,18,17.7086,22.0697,0.587298
19.9585,18,20,20,17,18.201,21.6095,0.564536
19.9594,18,18,15,16,16.7549,22.9699,0.5647
19.9656,17,18,16,20,19.5484,20.3576,0.562767
19.9677,18,19,18,20,17.4529,22.3302,0.565565
19.9784,17,20,19,19,18.2395,21.6121,0.578703
19.9886,18,20,15,17,20.5626,19.4493,0.572023
19.9918,16,17,17,19,22.8938,17.2656,0.571799
19.9944,19,17,19,20,16.5324,23.2467,0.530501
19.9972,18,19,18,15,16.2572,23.5107,0.573672
19.9978,20,19,15,19,19.8388,20.1471,0.568908
20.0004,17,18,17,16,14.0264,25.6127,0.575201
20.0096,17,19,16,20,19.9517,20.064,0.571936
20.0191,19,19,20,18,18.1266,21.797,0.582363
20.0231,19,18,18,19,16.6502,23.1917,0.574172
20.0311,15,17,17,20,22.7287,17.4968,0.575281
20.0314,17,18,18,16,15.2529,24.5205,0.568558
20.0324,19,17,16,20,18.9869,21.0147,0.568999
20.0333,20,19,19,20,18.2778,21.6825,0.565762
20.0362,18,17,17,15,15.6181,24.1867,0.571172
20.0445,18,20,17,19,17.0189,22.887,0.593874
20.0471,20,17,16,15,16.2282,23.6348,0.561946
20.0492,19,20,19,18,17.1831,22.7417,0.562505
20.0501,18,17,18,16,14.0278,25.7077,0.57911
20.0511,17,19,17,16,15.9135,23.9382,0.570727
20.0529,20,18,16,18,19.2957,20.7641,0.600468
20.0576,19,18,17,16,15.1316,24.6853,0.654624
20.071,18,18,16,15,16.1783,23.728,0.570926
20.0724,18,15,16,17,14.3787,25.4213,0.57902
20.0797,18,18,19,20,15.4449,24.4337,0.580984
20.0819,19,17,18,16,15.9851,23.9305,0.580675
20.0833,16,18,15,15,24.1117,16.299,0.567485
20.0929,16,17,19,15,20.0217,20.1597,0.566667
20.0948,18,15,20,19,12.9587,26.7988,0.577996
20.108,17,20,18,15,15.4659,24.4689,0.569532
20.1183,17,19,18,16,15.0991,24.8334,0.561792
20.1185,17,18,19,17,16.7177,23.3133,0.577237
20.1232,18,16,17,18,13.9632,25.9101,0.582856
20.1235,20,17,15,16,17.6692,22.4291,0.570917
20.1237,20,18,20,17,16.2169,23.7939,0.567061
20.1265,19,18,18,16,16.4431,23.5869,0.570556
20.129,20,17,15,15,16.3802,23.6507,0.584814
20.1399,19,17,16,19,18.228,21.9361,0.584084
20.1413,19,15,15,18,14.266,25.6607,0.56381
20.1413,19,18,18,15,13.966,25.9426,0.573027
20.144,20,20,15,18,20.3156,19.9828,0.57427
20.1443,20,17,18,16,15.3463,24.6518,0.57418
20.1652,18,19,19,16,14.8891,25.1217,0.57829
20.1671,18,20,17,20,18.5966,21.6425,0.56151
20.1706,18,17,19,16,14.5331,25.4667,0.565508
20.1713,20,19,18,18,19.0634,21.2121,0.562237
20.1729,20,20,17,16,17.0685,23.0894,0.557945
20.1765,17,19,18,20,17.3118,22.8678,0.575496
20.1784,17,16,17,18,12.3258,27.5554,0.576685
20.1863,20,19,20,19,17.1208,23.0661,0.566533
20.1883,17,20,16,16,17.1009,23.0887,0.56674
20.191,15,15,15,15,18.3416,21.9284,0.570132
20.1934,16,17,17,18,22.2643,18.2479,0.573963
20.194,17,20,15,15,17.3489,22.8669,0.579144
20.1943,19,19,19,15,15.9215,24.2083,0.574245
20.1966,17,16,15,17,13.4017,26.58,0.562971
20.2029,19,18,16,20,18.7673,21.5515,0.56219
20.2066,16,19,18,18,24.2741,16.3855,0.56238
20.2115,19,20,19,16,15.3426,24.7856,0.567786
20.2125,19,17,19,18,16.204,23.9783,0.578627
20.2176,18,20,16,16,18.0617,22.2429,0.56094
20.2249,15,17,18,15,20.2234,20.2263,0.562311
20.2257,16,17,19,17,24.075,16.6095,0.587107
20.2288,19,18,20,18,16.071,24.1347,0.575744
20.2289,15,18,17,15,21.0099,19.4951,0.570202
20.2297,15,19,17,18,23.8269,16.8504,0.573803
20.2302,20,17,17,20,16.2912,23.9306,0.582485
20.2337,19,19,18,20,18.266,22.0822,0.566775
20.2413,16,18,17,17,23.9741,16.7347,0.576208
20.2436,19,15,19,17,12.7312,27.3011,0.558121
20.2542,18,18,19,19,16.2846,23.9834,0.598425
20.2549,15,19,15,17,26.1806,14.6882,0.570735
20.2558,15,15,19,17,17.8402,22.5251,0.573961
20.2622,19,19,17,16,17.7155,22.6547,0.56689
20.264,19,17,19,15,15.5284,24.7128,0.572214
20.2686,19,20,15,18,21.0625,19.5228,0.553954
20.272,18,19,19,18,16.6635,23.6621,0.568922
20.2746,19,17,17,16,13.7744,26.3811,0.564371
20.2896,19,20,19,17,17.8402,22.5907,0.549331
20.2995,18,17,16,20,17.8513,22.5995,0.570684
20.3013,18,20,19,17,17.4657,22.9653,0.571381
20.3126,19,19,18,16,14.7741,25.5156,0.575114
20.3128,15,19,20,17,23.4896,17.3285,0.576178
20.3135,16,17,15,17,24.1857,16.6759,0.56748
20.3247,15,17,20,19,21.4937,19.2266,0.553637
20.3253,20,17,19,20,16.567,23.8559,0.572517
20.3337,15,17,17,15,21.3043,19.4219,0.554357
20.3386,15,15,16,17,20.1992,20.4695,0.577311
20.3388,20,19,17,19,17.8901,22.6393,0.585556
20.339,15,17,16,17,25.0314,15.9307,0.57551
20.3465,18,20,18,17,18.8735,21.7303,0.564409
20.3691,20,17,15,19,18.9624,21.6905,0.579133
20.3783,18,20,16,15,16.0669,24.4287,0.540754
20.3803,19,17,19,16,14.7661,25.6545,0.552478
20.3927,19,20,19,20,17.2895,23.3079,0.563937
20.4023,15,18,15,15,23.4728,17.5176,0.57101
20.4027,19,15,15,17,14.8908,25.5809,0.589513
20.4056,20,19,16,17,21.3292,19.538,0.590994
20.4071,15,16,16,17,21.6856,19.206,0.534932
20.4082,15,18,15,20,25.6464,15.4872,0.577568
20.4099,16,17,16,17,25.8856,15.2658,0.563149
20.4106,15,17,15,16,23.7554,17.2685,0.563432
20.4213,15,15,15,18,21.589,19.3244,0.574283
20.4243,18,16,18,18,13.1383,27.2691,0.574571
20.4251,18,18,19,16,16.6334,23.9872,0.556431
20.4264,18,19,15,18,19.6343,21.1705,0.569274
20.4302,18,20,15,20,19.8934,20.9345,0.568389
20.4318,19,20,17,16,16.19,24.4168,0.631021
20.4345,17,19,16,15,17.7559,22.9509,0.576835
20.4358,19,15,17,19,13.4831,26.9674,0.56742
20.444,20,17,20,19,16.4437,24.202,0.568973
20.4475,20,18,16,15,17.2097,23.4892,0.541731
20.4511,15,17,18,19,23.5301,17.5586,0.564637
20.4578,18,15,15,17,15.0368,25.5505,0.574886
20.4579,15,15,18,17,18.653,22.1534,0.563951
20.4579,18,20,18,18,18.3953,22.3956,0.575072
20.4587,17,16,15,19,15.5634,25.0576,0.558855
20.462,16,18,18,17,24.3453,16.8138,0.585597
20.4704,18,17,18,15,15.586,25.059,0.571863
20.4785,17,19,15,20,19.1273,21.7479,0.588186
20.4835,20,19,16,19,20.5147,20.4542,0.553526
20.484,18,19,16,19,20.7899,20.1967,0.562964
20.4857,19,18,18,20,16.9666,23.7917,0.570727
20.486,18,20,16,19,19.3333,21.5689,0.569718
20.4861,16,17,15,18,25.6216,15.6617,0.603831
20.4862,18,20,16,20,19.8561,21.0782,0.578039
20.4895,16,17,15,19,24.5011,16.7209,0.552785
20.5077,15,18,19,18,24.4279,16.8248,0.565866
20.5165,17,17,16,16,17.246,23.5888,0.580453
20.528,20,17,18,15,14.6308,26.0681,0.562053
20.5281,19,18,19,19,16.4036,24.4028,0.584985
20.5285,15,17,19,16,19.4426,21.5487,0.569267
20.5296,20,18,17,19,17.3638,23.5036,0.540031
20.5341,19,18,20,17,17.7535,23.1463,0.615247
20.5345,17,20,20,20,18.6759,22.2806,0.582073
20.5377,20,20,17,17,19.5539,21.462,0.576809
20.5432,20,20,17,19,18.7983,22.1824,0.56452
