Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2,L,ML1,SL1,ML2,SL2
18.0953,19,18,19,17,14.6218,21.3585,0.5728,0.689305,0.579479,0.699865,0.56576
18.1171,18,18,20,17,17.4155,18.7763,0.603967,0.701576,0.610138,0.692135,0.597636
18.1231,19,18,18,18,15.8397,20.2682,0.52672,0.696638,0.508591,0.692089,0.545455
18.1249,17,17,15,18,17.8395,18.393,0.56758,0.736157,0.593651,0.675721,0.542263
18.1499,17,18,17,15,14.1295,21.9268,0.568611,0.729882,0.594309,0.675862,0.543386
18.1661,18,17,15,16,15.6019,20.5751,0.574838,0.710103,0.582353,0.69581,0.567104
18.1917,20,18,19,17,14.1648,21.9746,0.57104,0.673576,0.545409,0.711551,0.599039
18.1953,18,17,19,15,12.3844,23.6542,0.590337,0.687495,0.577546,0.716916,0.604176
18.2009,18,18,18,18,14.9652,21.2407,0.573398,0.714267,0.552342,0.680533,0.594483
18.2067,19,18,16,19,19.8736,16.6408,0.557664,0.708946,0.573844,0.680615,0.541251
18.2145,17,17,17,20,15.5521,20.7157,0.569312,0.731118,0.590296,0.676364,0.548889
18.2161,18,17,19,20,14.3522,21.846,0.574806,0.701835,0.584597,0.696182,0.564732
18.2317,20,18,20,18,16.5454,19.8159,0.579805,0.67206,0.553195,0.711467,0.608833
18.235,19,19,16,17,17.7931,18.6501,0.562367,0.716315,0.573699,0.669591,0.551131
18.2523,19,17,16,18,15.7164,20.6347,0.569829,0.693065,0.571628,0.704,0.56792
18.2561,20,18,16,17,17.6678,18.8089,0.577046,0.686469,0.574873,0.699685,0.579347
18.2568,18,19,15,18,19.6187,16.9775,0.556968,0.74369,0.587407,0.651404,0.528443
18.2615,18,19,17,19,17.5115,18.9661,0.575225,0.735775,0.609834,0.655663,0.542403
18.287,19,19,16,18,18.7442,17.8574,0.568413,0.719152,0.577815,0.666213,0.559165
18.2871,18,18,17,17,16.3164,20.1385,0.547866,0.716427,0.557643,0.68027,0.538079
18.2872,17,19,17,19,17.4997,19.0271,0.565024,0.756282,0.613757,0.644716,0.520114
18.3092,17,18,16,19,19.2345,17.4398,0.562082,0.747893,0.587463,0.657758,0.538277
18.3273,17,20,17,20,16.3215,20.2116,0.585363,0.773471,0.637206,0.6264,0.54
18.3382,18,17,16,19,16.294,20.2587,0.582086,0.713898,0.583754,0.688,0.580398
18.3488,17,19,19,19,16.4943,20.091,0.571437,0.744897,0.599332,0.652126,0.54551
18.351,17,18,18,18,15.1093,21.3963,0.559073,0.733535,0.584823,0.668978,0.534269
18.3625,17,18,18,19,15.6663,20.8953,0.560482,0.73657,0.583916,0.665495,0.538094
18.3634,18,18,19,17,16.0632,20.5244,0.564225,0.706418,0.581739,0.68818,0.546443
18.3638,17,17,15,19,15.9464,20.6348,0.577535,0.739301,0.6143,0.672,0.542052
18.3689,17,18,15,15,17.3705,19.3068,0.59414,0.741181,0.612782,0.66777,0.576105
18.3736,18,17,18,18,15.1679,21.3852,0.59375,0.700933,0.555698,0.700093,0.633113
18.3858,20,17,20,18,14.7241,21.8257,0.553318,0.66006,0.528435,0.732465,0.581594
18.3974,18,19,17,17,14.9247,21.6598,0.558872,0.72991,0.548144,0.662194,0.569258
18.437,17,15,15,17,14.5298,22.1076,0.565712,0.704096,0.571628,0.723117,0.559437
18.4673,18,17,19,17,14.652,22.0515,0.56619,0.693231,0.571496,0.708329,0.560583
18.4862,15,17,15,16,19.8425,17.2121,0.626717,0.77572,0.673195,0.658667,0.584219
18.4891,17,17,20,17,15.0886,21.6838,0.56435,0.706193,0.571447,0.700235,0.557056
18.4933,17,18,17,18,16.892,19.9977,0.571535,0.739094,0.595937,0.665067,0.548242
18.5031,17,18,18,17,15.1309,21.671,0.569797,0.7305,0.600869,0.672539,0.539591
18.5114,19,18,15,18,16.0013,20.8695,0.55131,0.711,0.559213,0.680356,0.543375
18.5168,17,17,18,18,15.7467,21.1191,0.560474,0.719581,0.57284,0.688,0.548107
18.5246,20,19,17,17,16.5319,20.3967,0.541617,0.694454,0.570423,0.684559,0.51176
18.5278,19,17,17,17,14.5287,22.2846,0.568171,0.685613,0.55689,0.712282,0.580304
18.531,17,17,17,15,14.4514,22.3635,0.57651,0.715765,0.584062,0.695904,0.568701
18.5327,20,19,15,17,19.308,17.8043,0.563615,0.703579,0.566074,0.676989,0.561117
18.5328,18,20,17,17,16.4938,20.4483,0.572329,0.743393,0.619286,0.645608,0.527987
18.5376,19,19,16,19,19.2234,17.8934,0.555659,0.721989,0.58943,0.662905,0.522955
18.5389,18,17,16,16,15.6154,21.2854,0.56062,0.705,0.563344,0.7,0.55779
18.5562,18,20,16,15,18.5063,18.6032,0.574081,0.742943,0.611581,0.648084,0.539012
18.5816,17,17,20,18,16.3167,20.7092,0.591793,0.709159,0.588733,0.696186,0.594914
18.5949,17,18,15,18,17.4556,19.6651,0.567071,0.750614,0.591754,0.657244,0.543898
18.5991,18,17,16,15,15.9298,21.1068,0.573913,0.702034,0.577029,0.704193,0.570645
18.6048,19,17,15,19,16.4736,20.6069,0.593803,0.700681,0.626635,0.695908,0.559972
18.6327,15,18,18,19,21.6272,15.8195,0.587757,0.781346,0.664637,0.642637,0.520244
18.6492,17,19,16,19,18.0808,19.1831,0.565403,0.762179,0.630366,0.641011,0.506588
18.6496,17,17,17,18,16.2195,20.9325,0.555413,0.724976,0.56408,0.683907,0.546842
18.6584,17,20,18,19,19.2814,18.0732,0.570734,0.764477,0.620293,0.632727,0.526611
18.6756,20,20,15,17,19.5251,17.8774,0.565175,0.716211,0.575282,0.659794,0.555215
18.6893,17,17,17,19,15.2978,21.8754,0.585696,0.728047,0.592915,0.680092,0.578602
18.6943,19,19,15,16,16.532,20.7256,0.550417,0.718451,0.615849,0.669217,0.484387
18.7032,20,19,15,20,19.208,18.229,0.57459,0.711821,0.580487,0.666833,0.568766
18.7087,17,18,18,20,16.0853,21.1733,0.551302,0.739605,0.542745,0.662087,0.559461
18.7101,18,19,19,18,16.765,20.5374,0.571628,0.722473,0.589931,0.666383,0.553846
18.7116,17,19,20,17,15.7619,21.4826,0.563986,0.733466,0.593793,0.662366,0.535534
18.7121,20,18,18,17,16.1715,21.0988,0.58652,0.677786,0.589319,0.707596,0.583499
18.7335,17,19,17,16,15.2697,21.9875,0.561325,0.747071,0.612504,0.654261,0.51361
18.741,15,17,20,17,21.5589,16.0936,0.558676,0.746812,0.580686,0.675765,0.537991
18.7603,20,17,17,17,16.662,20.7316,0.556232,0.669711,0.554291,0.724518,0.558396
18.7755,19,17,15,18,18.469,19.0635,0.579084,0.697813,0.579085,0.699907,0.579083
18.7927,18,17,15,15,15.8445,21.5624,0.593092,0.707103,0.609984,0.699952,0.575374
18.7961,15,16,15,17,21.1633,16.5724,0.579479,0.7632,0.610422,0.674568,0.550359
18.7983,19,17,16,17,16.2876,21.157,0.538612,0.690228,0.577411,0.708141,0.497143
18.8002,17,18,15,19,16.9792,20.5109,0.585067,0.753759,0.6269,0.65389,0.546156
18.8156,19,17,17,20,15.5882,21.8476,0.577754,0.694032,0.575815,0.7,0.579778
18.8166,17,17,17,16,14.6692,22.7129,0.572716,0.718835,0.597403,0.69181,0.547783
18.8168,18,18,16,19,17.9865,19.5968,0.591564,0.727534,0.610769,0.669187,0.572982
18.8197,18,19,19,19,16.2382,21.2448,0.557009,0.725341,0.570153,0.663074,0.544308
18.8281,19,17,19,15,14.9857,22.4379,0.570417,0.671179,0.550512,0.729446,0.592645
18.8337,20,18,20,17,16.5721,20.9584,0.540694,0.66945,0.537634,0.715506,0.544096
18.8404,18,17,16,18,17.8423,19.7781,0.579655,0.710932,0.593982,0.691907,0.565024
18.8573,17,20,18,17,18.4594,19.2312,0.558878,0.758407,0.57841,0.638515,0.540864
18.8652,17,18,16,17,17.989,19.6883,0.563297,0.741679,0.588078,0.664629,0.539642
18.8659,19,18,15,17,18.2832,19.4133,0.613572,0.708132,0.611663,0.684045,0.61552
18.8818,15,15,18,18,16.9787,20.6696,0.578276,0.731846,0.595146,0.705231,0.561404
18.8882,19,18,18,16,15.4783,22.0915,0.566763,0.691085,0.566682,0.699818,0.566849
18.8935,20,17,15,19,17.8635,19.8611,0.580121,0.683811,0.567659,0.707862,0.593555
18.8972,17,20,15,15,17.6429,20.0756,0.573093,0.770096,0.633217,0.633432,0.519318
18.9111,19,17,15,15,15.5397,22.0784,0.579564,0.689209,0.568593,0.712482,0.591421
18.9144,17,19,18,17,16.89,20.8161,0.569905,0.744453,0.602995,0.654796,0.538776
18.9166,20,20,20,20,16.9201,20.7923,0.56085,0.70128,0.594352,0.66816,0.527132
18.9227,19,18,17,20,18.0041,19.7856,0.577559,0.706935,0.610155,0.68087,0.544655
18.9286,15,19,15,17,24.8111,13.4024,0.595949,0.8112,0.669006,0.621075,0.53477
18.9319,19,17,18,18,15.0908,22.5404,0.586678,0.683872,0.560032,0.712186,0.615385
18.9322,15,17,17,16,18.0567,19.7546,0.573445,0.762351,0.622597,0.667048,0.527681
18.9482,15,18,17,17,21.8403,16.2312,0.57509,0.781325,0.618518,0.645213,0.536408
18.9524,18,17,17,20,15.4645,22.2291,0.585499,0.711742,0.592194,0.688182,0.578581
18.9668,17,19,15,20,19.0689,18.8708,0.619137,0.771361,0.59725,0.634333,0.639138
18.9805,18,17,17,16,14.8984,22.8153,0.56567,0.700011,0.573332,0.70419,0.557634
18.9811,18,20,15,20,19.4505,18.5401,0.573508,0.763483,0.625638,0.62976,0.526991
18.9887,18,19,17,20,16.6612,21.1752,0.579617,0.738708,0.599329,0.6525,0.561113
18.9909,18,20,17,19,16.525,21.3075,0.565778,0.749258,0.625468,0.639677,0.510663
19.0026,17,18,20,19,16.5978,21.2619,0.570252,0.725761,0.593312,0.673231,0.547859
19.004,20,17,18,20,14.767,22.9843,0.565939,0.673531,0.549785,0.715818,0.583372
19.0068,17,19,15,19,20.0166,18.0581,0.573934,0.768217,0.601026,0.637305,0.549771
19.0094,17,18,15,17,17.6694,20.2682,0.580422,0.74747,0.619422,0.660674,0.543585
19.0106,17,17,20,20,16.628,21.2489,0.579926,0.715091,0.586866,0.688364,0.57298
19.0196,17,17,16,18,17.1053,20.8178,0.58576,0.7305,0.609303,0.679814,0.562781
19.0293,20,17,16,20,17.8711,20.1173,0.565697,0.682125,0.560037,0.707818,0.571762
19.0405,20,18,15,18,17.6361,20.3598,0.555409,0.693695,0.55522,0.691911,0.555608
19.0466,20,17,15,18,18.6694,19.4009,0.581522,0.681063,0.581681,0.712,0.581349
19.0472,15,17,17,18,20.9301,17.2783,0.576121,0.76913,0.602783,0.659721,0.551691
19.049,17,17,20,16,12.095,25.5818,0.572073,0.703227,0.56992,0.704381,0.574313
19.0685,18,19,16,18,18.4507,19.6489,0.575856,0.738205,0.613398,0.655149,0.540282
19.0754,17,17,19,18,14.056,23.7909,0.691622,0.71431,0.753927,0.692093,0.626594
19.0805,20,18,15,17,17.1595,20.8851,0.575486,0.690947,0.576458,0.69573,0.57446
19.0885,20,19,20,17,18.3749,19.7588,0.574451,0.68145,0.56788,0.695914,0.581452
19.0915,15,17,19,17,20.2894,17.9662,0.573386,0.752962,0.595788,0.671624,0.552279
19.1027,17,19,18,19,17.7068,20.4142,0.574637,0.750523,0.61892,0.648421,0.533812
19.1249,17,18,17,20,17.2694,20.8681,0.566526,0.745235,0.589056,0.658261,0.545381
19.1367,18,18,16,18,18.1735,20.0417,0.562692,0.724568,0.589767,0.672711,0.536043
19.1386,18,20,17,15,15.2289,22.8115,0.578269,0.737528,0.615,0.651789,0.543405
19.1414,18,20,18,17,16.4393,21.6798,0.575606,0.738033,0.605004,0.649237,0.547886
19.1476,18,19,18,18,15.8125,22.2808,0.567688,0.7276,0.590202,0.662638,0.54596
19.1498,18,20,19,17,18.6281,19.6399,0.576125,0.732791,0.610888,0.652866,0.543122
19.1508,18,17,17,19,15.965,22.1437,0.564622,0.708809,0.578151,0.692046,0.55082
19.1519,20,17,19,17,16.0459,22.0698,0.561099,0.661455,0.560442,0.7328,0.561845
19.161,15,17,16,15,23.4422,15.1391,0.552915,0.765513,0.58602,0.666602,0.522069
19.1636,19,18,16,17,18.744,19.5578,0.580387,0.703272,0.580923,0.688,0.579836
19.1871,17,19,20,16,15.4658,22.683,0.569818,0.7305,0.596381,0.665739,0.544221
19.1953,18,18,16,17,20.0306,18.4105,0.563783,0.721602,0.586444,0.676315,0.541336
19.1972,19,18,18,19,17.7511,20.5556,0.56651,0.699415,0.572465,0.688352,0.560399
19.1999,17,17,16,19,20.3083,18.1586,0.580893,0.733607,0.613457,0.676046,0.549201
19.2014,20,17,19,16,14.042,24.0483,0.565384,0.658818,0.536683,0.737333,0.598208
19.2032,18,20,18,18,18.1764,20.1679,0.585332,0.740933,0.617605,0.646204,0.555166
19.2086,19,17,16,20,17.0135,21.2709,0.561317,0.698739,0.552788,0.696,0.570121
19.2137,20,20,17,18,16.6896,21.585,0.581629,0.709515,0.605482,0.663837,0.557995
19.2189,18,18,18,20,14.7612,23.4067,0.563337,0.720067,0.591493,0.673391,0.535612
19.2265,19,17,17,15,15.8603,22.3888,0.549476,0.68,0.540902,0.720964,0.558877
19.2284,16,17,19,15,21.1431,17.4297,0.567274,0.724843,0.562298,0.691855,0.572284
19.2374,18,20,15,18,19.4692,19.0196,0.576967,0.757483,0.627127,0.635429,0.531491
19.2433,17,15,17,17,13.7859,24.3701,0.568222,0.693671,0.564204,0.73226,0.572564
19.2435,19,18,20,17,17.2622,21.1049,0.569597,0.684844,0.577368,0.70382,0.561324
19.2499,20,18,15,15,17.787,20.6241,0.565188,0.685453,0.554042,0.703632,0.577176
19.25,19,18,19,19,16.2534,22.065,0.549231,0.6948,0.542948,0.69222,0.555739
19.2508,20,17,17,18,17.4607,20.9325,0.590196,0.672402,0.579417,0.720186,0.602126
19.2525,20,17,18,18,17.0782,21.2951,0.587053,0.668204,0.552352,0.724279,0.626176
19.2538,18,20,16,17,19.0833,19.4139,0.584619,0.748875,0.622951,0.641979,0.549122
19.2597,19,17,19,19,16.7459,21.6213,0.572477,0.682168,0.548808,0.712092,0.597944
19.2645,20,18,17,17,15.6672,22.6439,0.556155,0.682082,0.561702,0.70364,0.550178
19.2789,19,19,17,20,17.1326,21.2951,0.560954,0.719839,0.589871,0.663333,0.532772
19.2968,19,17,20,18,14.1485,24.1333,0.572608,0.675062,0.548792,0.720372,0.598665
19.3012,15,19,17,17,23.2551,15.5868,0.574086,0.796909,0.65549,0.628645,0.504107
19.3063,16,17,19,17,22.3353,16.4608,0.59434,0.731133,0.649533,0.683859,0.538095
19.3159,20,17,16,15,15.5932,22.8131,0.564961,0.668531,0.554547,0.729253,0.576703
19.3186,18,19,18,19,16.9745,21.5208,0.569881,0.7305,0.581491,0.659368,0.558725
19.3233,17,19,19,17,16.6357,21.8481,0.575766,0.738897,0.61095,0.658581,0.542395
19.3296,17,17,15,16,14.9395,23.4538,0.554686,0.729867,0.556806,0.683429,0.552582
19.3305,20,20,16,17,18.9798,19.6599,0.564266,0.711469,0.583139,0.663423,0.545525
19.3321,18,19,16,19,20.2206,18.4975,0.566009,0.74117,0.592709,0.651958,0.54094
19.3377,17,19,18,18,17.5664,21.0017,0.557949,0.747488,0.600623,0.651574,0.518261
19.343,15,18,16,18,24.2705,14.714,0.569714,0.791605,0.620802,0.638044,0.52512
19.343,15,17,15,17,22.5021,16.3753,0.572667,0.7792,0.605053,0.655059,0.543365
19.3452,17,20,17,19,16.5276,21.9923,0.577635,0.7704,0.635928,0.629172,0.52624
19.362,19,15,17,18,12.6721,25.6467,0.576809,0.662613,0.549482,0.754051,0.60832
19.3696,18,18,19,20,15.7667,22.7543,0.586897,0.715022,0.602261,0.677217,0.571662
19.3709,18,18,15,17,17.1643,21.4439,0.581514,0.726897,0.603444,0.67236,0.559986
19.3725,17,15,15,18,15.0676,23.4167,0.558803,0.707241,0.551709,0.718359,0.566203
19.3803,17,18,19,16,15.8178,22.7271,0.563512,0.722103,0.588891,0.680182,0.538114
19.3809,15,18,17,18,23.2682,15.7291,0.579026,0.784714,0.639707,0.641956,0.525551
19.3838,17,18,20,17,15.9908,22.5714,0.570785,0.71983,0.590531,0.680449,0.551261
19.3851,18,19,16,20,18.4723,20.2426,0.565751,0.744136,0.629928,0.648833,0.505478
19.3889,17,17,19,19,14.473,24.0071,0.584713,0.71731,0.612366,0.688184,0.557054
19.3937,18,20,15,17,18.6535,20.0891,0.565169,0.754483,0.601404,0.638351,0.531977
19.3996,18,17,19,16,12.931,25.4764,0.564696,0.690363,0.560735,0.712571,0.56892
19.4031,18,18,17,18,16.1401,22.4684,0.566538,0.71936,0.57984,0.676622,0.55336
19.423,17,19,16,15,17.7492,20.9954,0.564468,0.74975,0.605106,0.653714,0.526168
19.4406,17,20,16,18,18.3008,20.5114,0.576613,0.773357,0.62712,0.628408,0.532094
19.4469,17,18,18,15,16.3219,22.3827,0.58304,0.72443,0.549422,0.679908,0.616465
19.4485,19,17,15,20,17.4581,21.3184,0.545579,0.703549,0.543871,0.692,0.547368
19.4517,20,18,15,19,17.4248,21.3558,0.572381,0.696442,0.567796,0.688176,0.577128
19.4536,17,17,20,19,15.6568,23.0205,0.560934,0.712125,0.560037,0.69223,0.561844
19.4537,18,19,18,17,15.7083,22.9723,0.558509,0.7247,0.575637,0.665978,0.541864
19.454,18,18,15,16,15.2144,23.4369,0.573851,0.723897,0.591202,0.676,0.556637
19.4698,20,17,15,20,19.5604,19.3847,0.580071,0.686558,0.587399,0.703818,0.572183
19.4715,18,17,20,16,13.6843,24.9082,0.569818,0.685696,0.553686,0.716762,0.587209
19.4791,20,18,18,19,15.4665,23.2487,0.575786,0.683112,0.567283,0.69978,0.584835
19.4826,18,18,15,19,20.1783,18.8291,0.568899,0.732897,0.60536,0.665319,0.53369
19.4864,19,19,18,19,18.8226,20.11,0.577383,0.712181,0.597009,0.670316,0.557912
19.4959,20,18,17,20,17.6175,21.2605,0.565038,0.690155,0.574074,0.692174,0.555521
19.5,16,15,16,15,15.2202,23.5206,0.620155,0.712237,0.576744,0.72384,0.665851
19.5032,16,18,17,17,22.3388,16.8393,0.576532,0.757556,0.591371,0.656899,0.562537
19.5157,20,19,17,20,18.3531,20.6079,0.588722,0.702526,0.598555,0.674167,0.578857
19.5159,15,15,15,15,18.1261,20.8216,0.563713,0.74024,0.575408,0.70528,0.55201
19.5201,18,20,17,18,15.7962,23.0184,0.563401,0.746326,0.576245,0.642612,0.551429
19.5259,19,17,17,19,15.5874,23.2258,0.576762,0.691226,0.57872,0.704,0.5747
19.5311,20,17,16,19,17.7365,21.217,0.580707,0.679406,0.558636,0.711908,0.604569
19.5459,17,19,15,15,16.1933,22.6954,0.577282,0.755639,0.613159,0.649846,0.543833
19.5512,17,17,18,16,14.0182,24.7491,0.573161,0.713512,0.576118,0.696,0.570146
19.5521,17,18,16,18,19.9217,19.2048,0.569398,0.744786,0.601702,0.661156,0.538843
19.5618,19,17,19,20,16.6557,22.2919,0.57028,0.684916,0.560675,0.708,0.580525
19.5624,17,17,19,15,14.4168,24.3964,0.575302,0.70531,0.57793,0.704386,0.572574
19.5625,15,17,15,18,22.2203,17.0657,0.580415,0.78268,0.596524,0.651535,0.565961
19.5678,15,17,16,16,20.9597,18.2602,0.562458,0.768947,0.577452,0.662857,0.548571
19.5832,17,20,16,16,18.4102,20.6852,0.571902,0.767143,0.636013,0.634167,0.514465
19.584,19,17,16,19,18.0017,21.0705,0.571357,0.695902,0.572894,0.699954,0.569753
19.6008,15,18,17,15,19.7192,19.4897,0.58518,0.774545,0.623756,0.651954,0.550138
19.6063,18,18,16,16,17.9235,21.1872,0.575583,0.718636,0.592311,0.68,0.558852
19.61,18,19,19,20,15.7224,23.2621,0.551518,0.728209,0.563166,0.659833,0.540303
19.6177,15,15,17,18,16.9628,22.1118,0.568062,0.737961,0.575597,0.700718,0.560607
19.6261,16,18,15,17,24.7286,14.8327,0.567454,0.770127,0.616921,0.648989,0.522515
19.6344,19,20,15,18,19.7749,19.5024,0.562111,0.737374,0.592192,0.646041,0.533801
19.6353,19,20,15,19,18.7616,20.456,0.60814,0.740242,0.620747,0.643071,0.596464
19.6602,19,18,17,19,16.419,22.705,0.557889,0.704129,0.548936,0.684484,0.567067
19.6726,19,18,15,19,19.6479,19.6959,0.572956,0.713868,0.582109,0.676747,0.563782
19.673,19,19,18,20,16.7103,22.4563,0.560178,0.714957,0.568876,0.667,0.551589
19.6731,18,15,15,17,14.6039,24.4354,0.548797,0.685517,0.536242,0.736623,0.562654
19.6743,19,19,19,19,16.2427,22.8981,0.568348,0.707432,0.57971,0.674021,0.556986
19.6777,15,19,19,15,20.1953,19.1914,0.573553,0.776734,0.583243,0.642462,0.564315
19.6863,16,17,18,18,22.8014,16.7598,0.570935,0.740049,0.602755,0.675907,0.540296
