Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2,L
19.8511,16,22,20,21,22.1433,17.6181,0.66048
19.8621,20,25,27,17,19.8901,19.8347,0.660436
19.8726,17,25,20,18,23.8908,15.9582,0.647999
19.8888,17,26,20,17,23.7679,16.1099,0.658798
19.8976,16,22,27,17,20.8219,18.9971,0.65906
19.9009,16,25,16,18,25.6788,14.2724,0.659891
19.9305,20,29,28,15,20.0052,19.8576,0.656881
19.9337,16,21,16,16,20.7221,19.1658,0.66316
19.9612,20,25,26,17,20.2176,19.7113,0.652452
19.9844,20,25,28,17,18.8604,21.0794,0.66223
19.9936,16,23,16,16,22.2956,17.7511,0.653691
19.9986,20,29,24,18,22.3082,17.7487,0.655968
20.0038,20,29,18,15,23.6067,16.494,0.651413
20.0051,20,27,26,17,20.3541,19.6652,0.658157
20.0091,21,29,24,19,21.7613,18.3022,0.65705
20.0123,24,29,22,19,20.263,19.7682,0.645473
20.0355,16,22,28,18,19.3604,20.6932,0.662682
20.0547,21,25,28,18,18.5113,21.5582,0.650631
20.0604,17,21,16,17,20.9406,19.2031,0.661883
20.0605,16,25,28,17,22.9001,17.2942,0.680454
20.0627,16,25,21,16,22.6409,17.5511,0.662857
20.0693,20,25,21,17,21.4149,18.7586,0.66047
20.07,16,25,29,17,20.5125,19.639,0.671366
20.0757,16,21,29,21,20.4809,19.6811,0.677273
20.0774,16,21,16,21,24.3091,15.9551,0.661274
20.0815,16,22,19,17,22.5558,17.6712,0.661265
20.0971,16,18,24,17,17.5793,22.5497,0.664335
20.0976,20,25,15,17,21.5938,18.6401,0.653006
20.0991,20,26,20,15,20.2103,19.9908,0.658081
20.1023,16,21,20,18,20.2057,20.0017,0.677575
20.1209,20,29,16,17,23.9267,16.4134,0.657288
20.1246,16,25,24,19,24.0043,16.3453,0.662387
20.1299,24,29,17,17,20.9613,19.3201,0.647558
20.131,16,21,24,17,20.0776,20.1831,0.672898
20.1327,20,29,24,20,23.087,17.2547,0.65933
20.1354,16,21,21,16,18.6741,21.5589,0.664652
20.1461,16,23,16,17,22.8954,17.4679,0.661455
20.1552,16,22,16,16,22.0593,18.3003,0.667092
20.162,20,29,28,21,22.5045,17.8801,0.659554
20.1667,20,29,16,18,24.4994,15.946,0.663415
20.1752,20,21,16,17,18.9871,21.3326,0.651391
20.1769,16,21,26,15,18.3805,21.9267,0.650495
20.1785,20,25,20,22,22.295,18.1166,0.659715
20.181,16,17,18,15,17.1414,23.1419,0.65175
20.1827,18,21,24,17,18.484,21.8375,0.663401
20.1831,17,21,24,17,19.3829,20.9625,0.666748
20.1849,17,21,28,16,18.3149,22.0065,0.662521
20.1998,20,25,26,19,20.3222,20.0806,0.663102
20.2002,16,26,24,15,22.9083,17.562,0.674062
20.2027,25,29,21,17,19.4205,20.9647,0.651079
20.2091,17,25,20,17,24.2396,16.2829,0.659102
20.2106,16,22,18,15,21.9082,18.5568,0.65656
20.2112,16,25,28,21,22.6949,17.7916,0.668444
20.2181,20,25,20,18,21.6315,18.8411,0.66275
20.2195,21,25,17,15,18.8949,21.5099,0.658592
20.2227,16,22,28,22,20.9767,19.4882,0.661011
20.2249,20,27,25,17,19.2673,21.1577,0.661762
20.2357,16,23,16,15,21.76,18.7509,0.648831
20.2364,20,25,21,18,20.1854,20.2862,0.654372
20.2365,16,29,25,17,26.2443,14.384,0.662062
20.2376,17,26,16,17,25.3384,15.2688,0.657473
20.2386,16,26,16,17,25.3477,15.2616,0.672205
20.244,21,25,28,17,18.1392,22.2945,0.673366
20.2465,20,30,28,16,21.2297,19.2888,0.653334
20.2598,20,26,23,17,20.9824,19.5558,0.662527
20.267,16,22,27,18,19.8442,20.6789,0.657107
20.2858,16,25,24,17,23.988,16.6792,0.677987
20.2904,16,21,23,18,20.8606,19.735,0.657405
20.2984,17,25,16,15,24.7529,15.9591,0.664817
20.3003,17,30,21,15,25.0006,15.7215,0.656752
20.3023,20,25,21,15,19.2765,21.3015,0.660963
20.3196,21,29,29,17,21.5944,19.0778,0.659248
20.32,21,29,30,18,21.2002,19.4626,0.65492
20.3235,17,22,26,17,20.0529,20.587,0.657168
20.3242,20,25,24,21,21.7437,18.9414,0.659044
20.3246,17,21,17,18,21.9676,18.7241,0.669866
20.329,20,21,20,22,19.1681,21.4599,0.654585
20.3296,16,21,30,22,21.4798,19.2091,0.664274
20.3305,16,18,20,21,21.1575,19.5248,0.663111
20.3326,20,26,25,17,20.5836,20.088,0.665424
20.3327,20,29,17,18,24.9894,15.7963,0.65207
20.3329,16,21,28,18,19.217,21.4199,0.664527
20.3338,21,25,16,18,22.3294,18.3899,0.658592
20.3349,16,21,20,17,21.9549,18.7567,0.667842
20.337,20,26,24,18,19.9531,20.711,0.646565
20.3424,16,21,18,20,23.3471,17.4154,0.659623
20.3439,24,29,20,17,20.0355,20.6443,0.65747
20.3462,20,29,21,17,23.919,16.8658,0.655368
20.3485,16,21,24,16,18.5993,22.0524,0.671047
20.349,17,26,28,17,21.7703,18.9645,0.665987
20.3521,24,30,24,21,20.5996,20.1111,0.655433
20.3569,16,22,23,21,22.0495,18.7081,0.662256
20.3577,18,21,25,17,19.211,21.4749,0.664604
20.3582,21,29,16,15,22.6119,18.1628,0.657195
20.3591,17,21,22,18,20.6495,20.0762,0.670325
20.3651,21,26,20,15,19.5821,21.128,0.65221
20.3713,20,29,20,18,23.7136,17.1155,0.658386
20.3716,16,21,21,19,21.4585,19.3129,0.661684
20.3735,16,26,17,17,25.4812,15.3979,0.660941
20.3828,16,21,18,17,23.2388,17.6005,0.659722
20.3828,16,25,21,21,26.7226,14.2069,0.656809
20.3829,16,23,24,15,19.0614,21.6703,0.651052
20.3862,16,18,22,17,16.8635,23.8179,0.657646
20.3884,16,29,28,17,25.7577,15.158,0.661225
20.3904,25,29,23,18,19.8556,20.9113,0.638482
20.3938,16,25,27,15,20.9065,19.8944,0.668871
20.3943,16,29,29,17,25.3245,15.5915,0.663901
20.4086,21,25,28,19,18.6662,22.1058,0.659246
20.4108,16,21,30,17,19.7931,21.0126,0.665705
20.4146,21,29,21,17,23.3959,17.5104,0.661647
20.4194,20,25,16,15,20.4062,20.4323,0.662331
20.4236,16,25,23,17,25.8568,15.1307,0.6601
20.4273,16,21,27,17,20.2538,20.5963,0.66706
20.4332,16,25,29,18,20.8471,20.03,0.66501
20.4419,22,25,20,17,20.2761,20.6035,0.662868
20.4466,16,25,22,15,24.0568,16.9296,0.656825
20.4494,17,26,25,18,23.5324,17.446,0.664889
20.4657,20,29,24,17,22.9107,18.0839,0.66354
20.4658,24,30,20,17,21.0655,19.8815,0.657069
20.4676,16,25,27,17,24.1802,16.8511,0.660887
20.4701,16,22,24,21,22.176,18.8084,0.660511
20.4739,17,26,25,15,23.5084,17.5178,0.665752
20.4777,17,21,16,21,23.1967,17.829,0.654163
20.4781,16,25,16,19,27.3847,13.7501,0.653688
20.4806,20,29,28,19,21.2909,19.6913,0.651213
20.4812,21,29,20,15,23.2751,17.7596,0.649587
20.4824,16,17,24,25,20.412,20.5509,0.660164
20.4832,17,22,20,17,23.0567,17.9761,0.659669
20.4849,20,30,16,15,23.5747,17.4749,0.662697
20.486,20,30,24,21,23.7646,17.2923,0.661211
20.4867,17,22,18,18,22.4028,18.6201,0.653504
20.4882,16,21,15,15,23.2278,17.8194,0.676227
20.4893,16,29,30,17,25.0184,16.0772,0.665818
20.4942,21,25,16,17,21.3946,19.6171,0.664025
20.5011,17,25,27,15,21.3735,19.6513,0.661946
20.5014,16,21,20,21,23.8402,17.2488,0.674576
20.5015,22,29,30,17,20.8089,20.202,0.660805
20.5112,16,21,23,15,19.8875,21.1188,0.677606
20.5119,16,22,21,19,20.4195,20.6019,0.667583
20.5126,20,25,26,21,21.5228,19.5286,0.674321
20.5164,16,29,22,17,27.37,13.8399,0.655555
20.5189,18,25,24,15,21.7399,19.3295,0.659094
20.5259,22,29,24,17,21.4562,19.6197,0.668302
20.5289,16,25,17,15,25.107,16.0691,0.667565
20.5293,16,22,17,19,23.9899,17.1581,0.667005
20.5384,17,21,21,17,21.3694,19.7288,0.665333
20.5458,21,25,16,19,22.4214,18.7186,0.653965
20.5464,17,21,20,21,23.651,17.5222,0.666422
20.5468,16,21,16,15,21.5687,19.5513,0.676366
20.5476,16,26,24,17,24.2449,16.9458,0.661724
20.5477,16,25,28,15,20.5057,20.5886,0.670832
20.5485,16,21,20,22,24.1117,17.0774,0.667991
20.5493,16,21,15,17,25.1369,16.0803,0.654041
20.551,16,18,16,17,20.2065,20.8866,0.658083
20.5584,20,21,24,18,16.7442,24.2739,0.666151
20.5612,16,21,22,17,21.3964,19.7477,0.675981
20.5637,20,25,16,17,23.6249,17.5816,0.661106
20.5677,21,25,20,19,21.1137,20.0358,0.653015
20.5692,17,21,21,16,19.5571,21.5552,0.656067
20.5707,17,22,17,18,22.8098,18.3894,0.651128
20.574,17,25,25,15,21.7813,19.3979,0.671165
20.5745,16,21,24,21,23.2726,17.9462,0.674088
20.5751,16,25,20,18,26.0533,15.2384,0.664862
20.5776,16,23,25,15,20.5139,20.6397,0.653674
20.5776,16,17,20,18,16.9341,24.127,0.657981
20.5789,20,25,25,21,22.8542,18.3624,0.66125
20.586,16,25,24,24,25.8381,15.4696,0.654436
20.5883,16,22,16,18,23.3933,17.8559,0.6663
20.593,21,29,16,17,24.9282,16.37,0.672368
20.5936,20,25,24,15,18.9918,22.1539,0.663941
20.5963,16,26,30,15,21.5982,19.6203,0.666373
20.5964,17,25,20,15,22.1303,19.1022,0.656114
20.5968,16,21,26,17,20.5478,20.6445,0.66882
20.5976,16,23,16,18,22.9243,18.331,0.661191
20.6008,20,27,21,17,20.4109,20.7858,0.665236
20.6037,17,17,28,17,15.5801,25.4974,0.672168
20.6055,24,29,21,17,20.3953,20.8102,0.663169
20.6067,22,25,16,21,23.8496,17.4477,0.648532
20.6089,16,25,30,17,22.7294,18.5432,0.66636
20.6091,20,29,16,15,22.9538,18.3249,0.660046
20.6199,16,21,24,23,22.0873,19.1905,0.671249
20.6218,16,21,25,16,18.4947,22.694,0.6638
20.6254,20,27,20,18,22.061,19.227,0.655497
20.6263,16,29,24,17,26.3879,15.0137,0.667052
20.6273,18,22,20,17,20.0102,21.2284,0.656203
20.6294,20,25,23,18,20.6553,20.6043,0.661139
20.6399,21,25,16,15,21.9683,19.3459,0.660354
20.641,17,17,16,18,19.3989,21.851,0.658157
20.6454,17,21,16,18,22.4454,18.892,0.656271
20.6479,20,26,18,18,23.0372,18.3203,0.660262
20.6494,20,27,28,17,19.2787,21.9846,0.662093
20.65,20,26,24,17,20.9735,20.3349,0.661095
20.6519,16,23,24,17,21.3888,19.934,0.665578
20.6536,20,29,20,19,23.1442,18.2274,0.66471
20.6575,20,29,22,17,23.5743,17.8161,0.657104
20.6588,16,25,26,21,24.9188,16.5088,0.667564
20.6593,20,27,25,18,20.99,20.3372,0.668857
20.6656,17,22,28,25,22.5356,18.8438,0.659345
20.6748,16,21,17,20,23.0125,18.3976,0.664493
20.6774,20,25,29,23,20.199,21.1435,0.662245
20.6801,20,25,17,15,21.1974,20.1762,0.664721
20.6802,17,21,23,21,21.4887,19.8926,0.670171
20.6803,16,26,28,15,21.1377,20.2347,0.665194
20.6818,16,18,20,19,18.4045,22.9002,0.663934
20.6845,20,26,16,18,21.3904,19.9968,0.663539
20.6846,24,25,24,21,17.728,23.5647,0.663898
20.6867,16,21,20,20,21.9372,19.4684,0.663101
20.6893,16,17,19,17,19.7209,21.6326,0.661818
20.6895,20,26,24,21,22.3028,19.1179,0.662979
20.6907,16,21,15,19,24.7807,16.7064,0.677877
20.6929,16,27,20,15,24.4302,17.0523,0.659842
20.6944,23,25,21,18,20.0293,21.3424,0.654627
20.6963,17,21,21,19,21.753,19.667,0.664287
20.6976,16,21,22,21,23.8127,17.6631,0.666414
20.6986,16,26,28,21,24.4311,17.0626,0.66421
20.7007,20,25,25,18,19.4131,21.9551,0.674717
20.7009,17,21,18,17,23.8628,17.6209,0.668261
20.7021,20,26,22,15,20.1001,21.2885,0.658163
20.7034,16,21,28,21,21.2849,20.137,0.681555
20.7036,26,29,20,17,20.3015,21.0953,0.656082
20.7049,17,21,26,17,19.9398,21.4502,0.67302
20.7071,21,25,17,17,21.7819,19.66,0.66693
20.708,20,29,22,19,25.4042,16.1331,0.645833
20.7118,16,21,17,15,23.3352,18.1563,0.656453
20.7123,20,25,17,16,20.7028,20.7216,0.654348
20.7136,21,27,16,17,22.6326,18.8443,0.663738
20.7143,17,25,28,17,22.4487,19.0248,0.678332
20.7172,16,21,20,24,23.7118,17.8001,0.666667
20.7182,20,26,21,18,20.6671,20.7679,0.665959
20.7202,16,27,28,18,23.1516,18.3516,0.661612
20.7277,17,27,29,17,21.8302,19.6537,0.664115
20.7282,20,25,28,20,20.473,20.9769,0.665063
20.7294,16,30,29,18,24.7875,16.7762,0.651441
20.7307,16,25,21,18,25.5211,16.064,0.67142
20.7316,17,22,17,17,23.0688,18.4548,0.654242
20.7345,20,26,18,16,21.1057,20.373,0.660691
20.7371,17,25,28,22,23.8165,17.7373,0.669134
20.7373,16,22,17,17,23.0032,18.53,0.668029
20.7411,20,29,17,15,24.7042,16.8804,0.659563
20.7411,20,25,28,18,18.9824,22.4545,0.677975
20.7418,20,30,16,17,25.2325,16.3671,0.653737
20.7453,16,21,18,16,20.7528,20.738,0.652909
20.7465,16,17,21,18,18.4949,22.9398,0.662118
20.7549,17,21,21,20,22.0187,19.5237,0.654657
20.7559,16,21,28,22,20.6733,20.8364,0.675626
20.756,17,26,20,16,23.1128,18.4601,0.66515
20.7568,16,17,22,17,18.9876,22.4804,0.667546
20.759,16,26,16,15,25.9321,15.7196,0.663476
20.7596,17,25,24,19,23.1106,18.4693,0.667085
20.769,18,25,25,17,22.609,18.9765,0.667634
20.7693,24,29,20,18,20.8483,20.6923,0.668321
20.7756,16,21,24,20,21.097,20.4624,0.665325
20.7757,25,29,26,17,18.6296,22.8663,0.651152
20.7798,20,25,28,25,21.7032,19.8804,0.66832
20.7802,20,29,22,16,23.8141,17.8247,0.657778
20.7804,20,29,22,20,25.3082,16.3697,0.651249
20.7806,20,22,21,15,16.6268,24.8269,0.647795
20.7823,16,29,30,15,24.0364,17.6122,0.656175
20.783,20,25,20,16,19.41,22.1205,0.667371
20.7843,16,23,20,21,24.004,17.6477,0.662113
20.7916,16,26,17,15,26.0834,15.6365,0.656248
20.7931,20,29,20,16,23.5169,18.1398,0.656351
20.7953,17,25,28,23,24.635,17.0549,0.658373
20.7982,20,29,19,16,24.4386,17.2519,0.661418
20.7983,16,29,20,15,26.7922,14.9593,0.659294
20.8005,16,17,22,25,21.5063,20.1129,0.656751
20.8008,21,29,21,19,23.4077,18.2613,0.660552
20.8018,21,25,16,21,23.6101,18.0661,0.661177
20.8068,20,27,24,18,21.1079,20.5135,0.657794
20.8088,16,26,17,18,27.2493,14.5348,0.661689
20.811,21,27,20,17,21.4266,20.2113,0.659697
20.8176,16,25,24,22,25.9744,15.794,0.659942
20.8186,17,26,24,15,22.1268,19.5443,0.660113
20.8197,16,26,21,18,25.4763,16.2835,0.664435
20.8216,24,29,22,18,21.2978,20.3577,0.653915
20.8221,17,22,25,21,22.219,19.4612,0.66735
20.8242,20,25,17,18,22.5562,19.1369,0.685246
20.8249,20,26,16,17,21.9708,19.7086,0.667243
20.8273,16,27,16,16,26.6847,15.1214,0.667451
20.8276,16,21,20,16,19.6124,22.0113,0.668306
20.8303,17,25,24,18,24.7711,16.9914,0.662426
20.8304,21,29,24,17,22.3483,19.3518,0.668192
20.8351,17,21,28,17,19.2499,22.3794,0.672538
20.8359,21,29,21,20,24.1238,17.633,0.651525
20.8369,17,18,16,15,18.8133,22.8083,0.664434
20.8401,20,25,25,22,22.8077,18.9233,0.662392
20.8403,17,25,21,18,24.1697,17.597,0.669689
20.8408,16,21,22,22,24.0725,17.6926,0.664931
20.8421,22,29,21,17,22.9353,18.803,0.667774
20.8442,22,29,27,17,22.98,18.7636,0.655276
20.8444,20,29,30,21,22.7269,19.0105,0.663796
20.8459,16,25,21,15,22.4966,19.2379,0.663727
20.8478,17,17,17,16,17.2491,24.3534,0.654995
20.8479,20,25,16,21,24.8336,16.9652,0.67013
20.8513,20,25,20,19,22.0918,19.6428,0.656318
20.8516,24,29,16,20,22.8783,18.8773,0.65659
20.8522,20,27,18,17,22.4465,19.2991,0.643838
20.8535,16,26,24,19,24.3252,17.4716,0.673211
20.8539,16,22,19,16,22.5423,19.2091,0.666106
20.8549,16,25,24,18,24.4617,17.3414,0.6628
20.8569,21,30,17,17,24.4177,17.3881,0.659863
20.8576,17,21,25,17,20.5439,21.1632,0.664969
20.8598,20,26,16,15,21.2422,20.4873,0.665942
20.8599,17,25,20,19,24.939,16.8863,0.666684
20.861,16,21,22,20,23.2012,18.5812,0.654534
20.8633,16,21,20,15,21.7111,20.0375,0.669847
20.8642,21,21,20,17,17.9142,23.7379,0.659733
20.8648,16,17,29,22,18.7611,22.9141,0.679865
20.8655,17,21,20,15,20.0757,21.6349,0.668261
20.8681,20,30,21,19,24.0629,17.756,0.652733
20.8704,20,26,22,22,23.6645,18.1486,0.663292
20.8797,21,27,24,15,19.1564,22.5584,0.649981
20.8804,20,29,29,21,23.5874,18.2433,0.671104
20.8805,17,25,24,17,25.0553,16.8136,0.664346
20.882,20,21,21,17,18.0398,23.6508,0.659683
20.8839,17,21,22,17,21.8767,19.9168,0.669825
20.8871,22,29,16,17,24.4312,17.4345,0.651082
20.8881,16,21,26,18,21.1607,20.6225,0.658282
20.891,16,26,16,16,24.6405,17.2385,0.659128
20.8948,17,21,20,17,23.5265,18.3311,0.659845
20.896,16,24,16,15,21.4255,20.3801,0.660536
20.8987,20,29,22,15,23.0401,18.8125,0.656879
20.8992,17,29,17,15,26.8643,15.0883,0.654319
20.9001,20,30,17,19,25.8073,16.1198,0.664437
20.9006,16,26,26,18,23.9588,17.9215,0.679777
20.9008,18,26,24,15,22.1862,19.6486,0.668094
20.9012,20,25,25,20,21.0282,20.7775,0.661929
20.9034,17,22,20,15,20.9508,20.8572,0.666251
20.9045,17,26,20,15,24.1141,17.7778,0.659791
20.9048,21,25,21,18,21.7962,20.0363,0.662748
20.9076,20,25,28,21,20.6164,21.1913,0.66832
20.9081,16,25,24,21,26.3975,15.5606,0.665945
20.9086,16,25,17,17,27.372,14.6123,0.670639
20.9113,20,29,21,21,25.3372,16.5998,0.653098
20.9146,20,26,28,17,19.3045,22.4831,0.666082
20.9157,22,25,20,21,20.7368,21.09,0.66577
20.9165,16,21,26,21,23.2104,18.682,0.680172
20.9182,21,29,21,18,24.128,17.7915,0.659884
20.9184,17,26,24,18,24.883,17.0564,0.658708
20.9192,17,23,20,17,21.8589,20.0037,0.648315
20.9197,16,25,25,22,25.4544,16.5023,0.668986
20.9204,21,29,25,18,23.214,18.6861,0.668598
20.9214,16,17,28,22,18.474,23.3054,0.67341
20.9232,17,29,23,15,24.5897,17.3515,0.662527
20.9257,16,22,22,18,20.9033,20.9476,0.665815
20.9271,20,21,21,15,17.1793,24.5781,0.663383
20.9284,21,29,24,23,23.7858,18.1448,0.659907
20.9292,22,25,23,21,21.5361,20.3381,0.662617
20.9314,20,21,20,25,20.5445,21.3082,0.6627
20.9349,17,25,21,24,26.0777,15.925,0.655277
20.9406,17,22,18,15,23.6556,18.2957,0.652246
20.9414,16,21,24,22,22.5641,19.3607,0.668486
20.9417,20,25,22,15,20.1355,21.7271,0.657031
20.9442,21,30,26,21,23.0001,18.9416,0.660904
20.9451,16,21,21,21,23.2009,18.7475,0.673592
20.9456,23,25,16,18,20.4323,21.4456,0.65634
20.9459,16,25,21,17,25.6301,16.3827,0.669043
20.947,20,26,23,15,21.0383,20.8582,0.661457
20.9483,16,26,25,17,23.728,18.2405,0.66208
20.9523,24,29,21,15,18.8725,22.9782,0.659315
20.953,16,26,23,17,25.2865,16.7315,0.663209
20.9536,16,22,17,21,24.7073,17.2969,0.669092
20.9555,20,27,17,15,22.4662,19.4839,0.65021
20.9576,16,25,18,17,26.3213,15.7325,0.658912
20.9598,16,22,29,26,22.4659,19.4926,0.671034
20.9602,16,21,18,18,23.3481,18.634,0.672406
20.9616,16,18,18,18,18.5855,23.2762,0.655353
20.9619,21,29,20,18,24.25,17.7589,0.647859
20.9622,20,25,25,17,19.8253,22.0697,0.673702
20.9622,17,25,17,19,25.2972,16.7393,0.669795
20.9634,16,21,25,18,21.2392,20.6947,0.678486
20.9647,16,26,17,16,25.0386,16.9961,0.671102
20.9691,21,26,24,26,22.5471,19.432,0.655508
20.9701,16,18,20,22,19.9367,21.9769,0.661387
20.9712,20,29,28,18,20.9248,21.0163,0.666144
20.972,20,26,26,15,19.1581,22.7391,0.653192
20.9725,20,29,23,15,21.9812,19.9898,0.661029
20.9751,20,30,20,19,23.9209,18.1053,0.658595
20.9755,17,22,22,21,23.4033,18.6104,0.65294
20.9756,19,23,17,17,21.9141,20.0614,0.648265
20.9761,17,21,16,15,20.3672,21.5693,0.671421
20.9769,16,17,16,15,17.7217,24.148,0.654331
20.9774,21,29,29,18,22.1755,19.8103,0.663762
20.9775,24,29,26,19,20.0891,21.8429,0.665005
20.9786,16,21,24,24,22.4826,19.5135,0.675968
20.9803,21,25,16,20,22.2264,19.7665,0.659292
20.9827,16,29,20,16,26.6717,15.4407,0.663161
20.9837,20,30,20,17,25.1311,16.9436,0.663586
20.9845,16,22,25,17,20.5822,21.3765,0.674054
20.9847,16,26,16,18,26.9845,15.1401,0.660089
20.9848,16,21,25,15,18.9893,22.9287,0.662703
20.9853,17,17,20,17,17.8215,24.0674,0.669956
20.9867,21,30,16,17,24.9463,17.1295,0.658297
20.9877,16,21,25,21,22.5364,19.4791,0.681172
20.9891,16,22,28,23,21.4737,20.517,0.669801
20.9918,20,28,24,17,21.1768,20.8116,0.654167
20.9921,21,25,27,17,20.0049,21.9537,0.670988
20.9944,20,26,17,18,23.9932,18.0731,0.659457
20.9954,17,17,17,18,21.1197,20.8743,0.651057
20.9974,17,21,19,18,23.5348,18.5255,0.655256
20.9983,17,21,25,15,20.1477,21.8269,0.661684
20.9985,16,26,28,19,24.1259,17.9519,0.668824
21.0018,17,22,22,18,22.2784,19.7582,0.661777
21.0023,16,26,24,18,24.8599,17.2444,0.683841
21.0032,21,29,28,18,22.5151,19.5304,0.662437
21.0036,20,25,17,19,22.7708,19.2821,0.668939
21.0047,16,21,20,19,23.3648,18.7057,0.665314
21.0054,22,26,17,17,22.0245,20.0126,0.656595
21.008,25,29,15,15,21.6759,20.3573,0.648419
21.0095,21,25,24,18,19.0997,22.8699,0.662123
21.0097,16,21,17,16,21.8484,20.1927,0.669185
21.0114,20,26,25,20,21.2358,20.7927,0.660574
21.0116,17,21,22,16,20.215,21.7876,0.669275
21.0117,20,29,29,15,20.2401,21.7633,0.663977
21.012,18,21,16,20,22.4914,19.5709,0.655762
21.0121,22,25,17,18,22.1203,19.9327,0.658934
21.0125,16,26,29,17,22.7843,19.2864,0.675243
21.0127,25,29,23,17,20.8327,21.188,0.651369
21.0161,16,26,21,19,26.6774,15.5012,0.662355
21.0167,18,21,21,17,20.4641,21.5551,0.678147
21.0178,16,25,29,15,20.5792,21.4451,0.663811
21.0183,20,26,28,21,21.1611,20.8791,0.670027
21.0199,17,21,24,23,22.0514,20.0151,0.673124
21.0202,20,30,26,18,24.2965,17.8285,0.659233
21.0207,17,25,28,18,23.9881,18.13,0.672939
21.0227,24,29,24,23,21.4153,20.6403,0.651541
21.0275,21,25,20,18,19.995,22.0334,0.66223
21.0287,20,29,30,16,19.8459,22.1809,0.670909
21.0302,16,25,17,25,28.6369,13.6201,0.66063
21.0324,22,25,24,17,20.3084,21.7378,0.666061
21.0347,20,29,26,17,23.1861,18.9389,0.664046
21.0358,17,25,21,16,24.5426,17.6196,0.660578
21.0375,18,25,29,21,23.2057,18.9254,0.670789
21.0377,16,22,20,18,22.0305,20.0706,0.669603
21.0387,20,27,17,18,24.0575,18.0979,0.659571
21.0397,16,25,25,19,24.2644,17.8985,0.668906
21.0403,16,25,22,19,25.2761,16.914,0.657905
21.0415,16,22,16,17,23.8463,18.3092,0.66801
21.0429,18,23,21,18,20.5814,21.4925,0.651384
21.0438,16,27,17,17,27.5023,14.7522,0.649177
21.0443,16,26,18,21,27.2685,14.9811,0.660685
21.0456,20,29,20,15,24.2639,17.9105,0.656951
21.0471,20,21,16,22,19.546,22.5094,0.668281
21.0501,20,27,16,17,21.9207,20.2021,0.658303
21.0513,16,30,16,17,28.7429,13.5586,0.664568
21.053,21,29,20,17,25.1276,17.0837,0.659555
21.0544,17,25,29,15,20.6145,21.4829,0.663512
21.0544,16,25,24,20,24.0069,18.1783,0.669855
21.0546,20,29,21,18,25.1688,17.0468,0.660616
21.0549,16,27,20,17,26.3681,15.8789,0.671242
21.0572,16,29,21,15,27.6623,14.6228,0.653767
21.0575,16,21,29,25,23.4321,18.7442,0.67033
21.0592,20,26,18,20,23.0417,19.1281,0.646173
21.0608,21,30,20,17,24.0342,18.1644,0.67081
21.063,24,29,16,27,24.1754,18.0311,0.657319
21.0637,20,30,28,22,24.3915,17.8219,0.667693
21.0641,16,21,30,21,20.6656,21.4524,0.672482
21.0643,17,25,19,16,25.5468,16.6977,0.655635
21.0644,20,29,20,17,24.3506,17.8632,0.665029
21.0646,18,21,23,18,21.1134,21.0171,0.666603
21.0662,16,27,15,18,28.6938,13.6358,0.655451
21.0674,24,25,16,18,19.9977,22.1094,0.667111
21.0706,16,22,20,15,22.182,19.988,0.664406
21.0724,16,26,29,18,22.8617,19.3294,0.668105
21.0731,21,25,28,21,21.0202,21.1246,0.662393
21.074,16,29,21,16,27.0906,15.2129,0.645937
21.0748,24,25,17,21,20.6798,21.4595,0.657559
21.0761,16,22,18,16,22.9748,19.2265,0.663652
