Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2,L,ML1,SL1,ML2,SL2
-1,21,30,30,20,-1,-1,-1,0.753842,-1,0.584114,-1
-1,22,20,29,20,-1,-1,-1,0.639974,-1,0.72064,-1
-1,22,21,29,20,-1,-1,-1,0.650231,-1,0.702923,-1
-1,22,22,29,20,-1,-1,-1,0.660487,-1,0.686519,-1
-1,22,23,29,20,-1,-1,-1,0.670744,-1,0.671286,-1
-1,22,24,29,20,-1,-1,-1,0.681,-1,0.657103,-1
-1,22,25,29,20,-1,-1,-1,0.691256,-1,0.643867,-1
-1,22,26,29,20,-1,-1,-1,0.701513,-1,0.631484,-1
-1,22,27,29,20,-1,-1,-1,0.711769,-1,0.619875,-1
-1,22,28,29,20,-1,-1,-1,0.722026,-1,0.60897,-1
-1,22,29,29,20,-1,-1,-1,0.732282,-1,0.598706,-1
-1,22,30,29,20,-1,-1,-1,0.742538,-1,0.589029,-1
-1,22,20,30,20,-1,-1,-1,0.636763,-1,0.72416,-1
-1,22,21,30,20,-1,-1,-1,0.646932,-1,0.706308,-1
-1,22,22,30,20,-1,-1,-1,0.657102,-1,0.689778,-1
-1,22,23,30,20,-1,-1,-1,0.667271,-1,0.674429,-1
-1,22,24,30,20,-1,-1,-1,0.677441,-1,0.660138,-1
-1,22,25,30,20,-1,-1,-1,0.68761,-1,0.6468,-1
-1,22,26,30,20,-1,-1,-1,0.69778,-1,0.634323,-1
-1,22,27,30,20,-1,-1,-1,0.707949,-1,0.622625,-1
-1,22,28,30,20,-1,-1,-1,0.718119,-1,0.611636,-1
-1,22,29,30,20,-1,-1,-1,0.728288,-1,0.601294,-1
-1,22,30,30,20,-1,-1,-1,0.738458,-1,0.591543,-1
-1,23,20,29,20,-1,-1,-1,0.628736,-1,0.73104,-1
-1,23,21,29,20,-1,-1,-1,0.638653,-1,0.712923,-1
-1,23,22,29,20,-1,-1,-1,0.64857,-1,0.696148,-1
-1,23,23,29,20,-1,-1,-1,0.658488,-1,0.680571,-1
-1,23,24,29,20,-1,-1,-1,0.668405,-1,0.666069,-1
-1,23,25,29,20,-1,-1,-1,0.678322,-1,0.652533,-1
-1,23,26,29,20,-1,-1,-1,0.68824,-1,0.639871,-1
-1,23,27,29,20,-1,-1,-1,0.698157,-1,0.628,-1
-1,23,28,29,20,-1,-1,-1,0.708074,-1,0.616848,-1
-1,23,29,29,20,-1,-1,-1,0.717992,-1,0.606353,-1
-1,23,30,29,20,-1,-1,-1,0.727909,-1,0.596457,-1
-1,23,20,30,20,-1,-1,-1,0.625721,-1,0.73456,-1
-1,23,21,30,20,-1,-1,-1,0.635557,-1,0.716308,-1
-1,23,22,30,20,-1,-1,-1,0.645393,-1,0.699407,-1
-1,23,23,30,20,-1,-1,-1,0.65523,-1,0.683714,-1
-1,23,24,30,20,-1,-1,-1,0.665066,-1,0.669103,-1
-1,23,25,30,20,-1,-1,-1,0.674902,-1,0.655467,-1
-1,23,26,30,20,-1,-1,-1,0.684738,-1,0.64271,-1
-1,23,27,30,20,-1,-1,-1,0.694574,-1,0.63075,-1
-1,23,28,30,20,-1,-1,-1,0.70441,-1,0.619515,-1
-1,23,29,30,20,-1,-1,-1,0.714246,-1,0.608941,-1
-1,23,30,30,20,-1,-1,-1,0.724082,-1,0.598971,-1
-1,24,20,29,20,-1,-1,-1,0.618216,-1,0.74144,-1
-1,24,21,29,20,-1,-1,-1,0.627816,-1,0.722923,-1
-1,24,22,29,20,-1,-1,-1,0.637416,-1,0.705778,-1
-1,24,23,29,20,-1,-1,-1,0.647016,-1,0.689857,-1
-1,24,24,29,20,-1,-1,-1,0.656616,-1,0.675034,-1
-1,24,25,29,20,-1,-1,-1,0.666216,-1,0.6612,-1
-1,24,26,29,20,-1,-1,-1,0.675816,-1,0.648258,-1
-1,24,27,29,20,-1,-1,-1,0.685416,-1,0.636125,-1
-1,24,28,29,20,-1,-1,-1,0.695016,-1,0.624727,-1
-1,24,29,29,20,-1,-1,-1,0.704616,-1,0.614,-1
-1,24,30,29,20,-1,-1,-1,0.714216,-1,0.603886,-1
-1,24,20,30,20,-1,-1,-1,0.615381,-1,0.74496,-1
-1,24,21,30,20,-1,-1,-1,0.624905,-1,0.726308,-1
-1,24,22,30,20,-1,-1,-1,0.634429,-1,0.709037,-1
-1,24,23,30,20,-1,-1,-1,0.643952,-1,0.693,-1
-1,24,24,30,20,-1,-1,-1,0.653476,-1,0.678069,-1
-1,24,25,30,20,-1,-1,-1,0.663,-1,0.664133,-1
-1,24,26,30,20,-1,-1,-1,0.672524,-1,0.651097,-1
-1,24,27,30,20,-1,-1,-1,0.682048,-1,0.638875,-1
-1,24,28,30,20,-1,-1,-1,0.691571,-1,0.627394,-1
-1,24,29,30,20,-1,-1,-1,0.701095,-1,0.616588,-1
-1,24,30,30,20,-1,-1,-1,0.710619,-1,0.6064,-1
-1,25,20,29,20,-1,-1,-1,0.608349,-1,0.75184,-1
-1,25,21,29,20,-1,-1,-1,0.617651,-1,0.732923,-1
-1,25,22,29,20,-1,-1,-1,0.626953,-1,0.715407,-1
-1,25,23,29,20,-1,-1,-1,0.636256,-1,0.699143,-1
-1,25,24,29,20,-1,-1,-1,0.645558,-1,0.684,-1
-1,25,25,29,20,-1,-1,-1,0.65486,-1,0.669867,-1
-1,25,26,29,20,-1,-1,-1,0.664163,-1,0.656645,-1
-1,25,27,29,20,-1,-1,-1,0.673465,-1,0.64425,-1
-1,25,28,29,20,-1,-1,-1,0.682767,-1,0.632606,-1
-1,25,29,29,20,-1,-1,-1,0.69207,-1,0.621647,-1
-1,25,30,29,20,-1,-1,-1,0.701372,-1,0.611314,-1
-1,25,20,30,20,-1,-1,-1,0.605677,-1,0.75536,-1
-1,25,21,30,20,-1,-1,-1,0.614908,-1,0.736308,-1
-1,25,22,30,20,-1,-1,-1,0.624138,-1,0.718667,-1
-1,25,23,30,20,-1,-1,-1,0.633369,-1,0.702286,-1
-1,25,24,30,20,-1,-1,-1,0.6426,-1,0.687034,-1
-1,25,25,30,20,-1,-1,-1,0.651831,-1,0.6728,-1
-1,25,26,30,20,-1,-1,-1,0.661062,-1,0.659484,-1
-1,25,27,30,20,-1,-1,-1,0.670292,-1,0.647,-1
-1,25,28,30,20,-1,-1,-1,0.679523,-1,0.635273,-1
-1,25,29,30,20,-1,-1,-1,0.688754,-1,0.624235,-1
-1,25,30,30,20,-1,-1,-1,0.697985,-1,0.613829,-1
-1,26,20,29,20,-1,-1,-1,0.599075,-1,0.76224,-1
-1,26,21,29,20,-1,-1,-1,0.608098,-1,0.742923,-1
-1,26,22,29,20,-1,-1,-1,0.61712,-1,0.725037,-1
-1,26,23,29,20,-1,-1,-1,0.626143,-1,0.708429,-1
-1,26,24,29,20,-1,-1,-1,0.635165,-1,0.692966,-1
-1,26,25,29,20,-1,-1,-1,0.644188,-1,0.678533,-1
-1,26,26,29,20,-1,-1,-1,0.653211,-1,0.665032,-1
-1,26,27,29,20,-1,-1,-1,0.662233,-1,0.652375,-1
-1,26,28,29,20,-1,-1,-1,0.671256,-1,0.640485,-1
-1,26,29,29,20,-1,-1,-1,0.680278,-1,0.629294,-1
-1,26,30,29,20,-1,-1,-1,0.689301,-1,0.618743,-1
-1,26,20,30,20,-1,-1,-1,0.596552,-1,0.76576,-1
-1,26,21,30,20,-1,-1,-1,0.605507,-1,0.746308,-1
-1,26,22,30,20,-1,-1,-1,0.614463,-1,0.728296,-1
-1,26,23,30,20,-1,-1,-1,0.623418,-1,0.711571,-1
-1,26,24,30,20,-1,-1,-1,0.632373,-1,0.696,-1
-1,26,25,30,20,-1,-1,-1,0.641328,-1,0.681467,-1
-1,26,26,30,20,-1,-1,-1,0.650284,-1,0.667871,-1
-1,26,27,30,20,-1,-1,-1,0.659239,-1,0.655125,-1
-1,26,28,30,20,-1,-1,-1,0.668194,-1,0.643152,-1
-1,26,29,30,20,-1,-1,-1,0.677149,-1,0.631882,-1
-1,26,30,30,20,-1,-1,-1,0.686104,-1,0.621257,-1
-1,27,20,29,20,-1,-1,-1,0.590343,-1,0.77264,-1
-1,27,21,29,20,-1,-1,-1,0.599102,-1,0.752923,-1
-1,27,22,29,20,-1,-1,-1,0.607861,-1,0.734667,-1
-1,27,23,29,20,-1,-1,-1,0.61662,-1,0.717714,-1
-1,27,24,29,20,-1,-1,-1,0.62538,-1,0.701931,-1
-1,27,25,29,20,-1,-1,-1,0.634139,-1,0.6872,-1
-1,27,26,29,20,-1,-1,-1,0.642898,-1,0.673419,-1
-1,27,27,29,20,-1,-1,-1,0.651657,-1,0.6605,-1
-1,27,28,29,20,-1,-1,-1,0.660416,-1,0.648364,-1
-1,27,29,29,20,-1,-1,-1,0.669175,-1,0.636941,-1
-1,27,30,29,20,-1,-1,-1,0.677934,-1,0.626171,-1
-1,27,20,30,20,-1,-1,-1,0.587957,-1,0.77616,-1
-1,27,21,30,20,-1,-1,-1,0.596652,-1,0.756308,-1
-1,27,22,30,20,-1,-1,-1,0.605348,-1,0.737926,-1
-1,27,23,30,20,-1,-1,-1,0.614043,-1,0.720857,-1
-1,27,24,30,20,-1,-1,-1,0.622739,-1,0.704966,-1
-1,27,25,30,20,-1,-1,-1,0.631435,-1,0.690133,-1
-1,27,26,30,20,-1,-1,-1,0.64013,-1,0.676258,-1
-1,27,27,30,20,-1,-1,-1,0.648826,-1,0.66325,-1
-1,27,28,30,20,-1,-1,-1,0.657522,-1,0.65103,-1
-1,27,29,30,20,-1,-1,-1,0.666217,-1,0.639529,-1
-1,27,30,30,20,-1,-1,-1,0.674913,-1,0.628686,-1
-1,28,20,29,20,-1,-1,-1,0.582106,-1,0.78304,-1
-1,28,21,29,20,-1,-1,-1,0.590617,-1,0.762923,-1
-1,28,22,29,20,-1,-1,-1,0.599128,-1,0.744296,-1
-1,28,23,29,20,-1,-1,-1,0.607638,-1,0.727,-1
-1,28,24,29,20,-1,-1,-1,0.616149,-1,0.710897,-1
-1,28,25,29,20,-1,-1,-1,0.62466,-1,0.695867,-1
-1,28,26,29,20,-1,-1,-1,0.63317,-1,0.681806,-1
-1,28,27,29,20,-1,-1,-1,0.641681,-1,0.668625,-1
-1,28,28,29,20,-1,-1,-1,0.650191,-1,0.656242,-1
-1,28,29,29,20,-1,-1,-1,0.658702,-1,0.644588,-1
-1,28,30,29,20,-1,-1,-1,0.667213,-1,0.6336,-1
-1,28,20,30,20,-1,-1,-1,0.579845,-1,0.78656,-1
-1,28,21,30,20,-1,-1,-1,0.588296,-1,0.766308,-1
-1,28,22,30,20,-1,-1,-1,0.596746,-1,0.747556,-1
-1,28,23,30,20,-1,-1,-1,0.605197,-1,0.730143,-1
-1,28,24,30,20,-1,-1,-1,0.613648,-1,0.713931,-1
-1,28,25,30,20,-1,-1,-1,0.622099,-1,0.6988,-1
-1,28,26,30,20,-1,-1,-1,0.630549,-1,0.684645,-1
-1,28,27,30,20,-1,-1,-1,0.639,-1,0.671375,-1
-1,28,28,30,20,-1,-1,-1,0.647451,-1,0.658909,-1
-1,28,29,30,20,-1,-1,-1,0.655901,-1,0.647176,-1
-1,28,30,30,20,-1,-1,-1,0.664352,-1,0.636114,-1
-1,29,20,29,20,-1,-1,-1,0.574324,-1,0.79344,-1
-1,29,21,29,20,-1,-1,-1,0.5826,-1,0.772923,-1
-1,29,22,29,20,-1,-1,-1,0.590876,-1,0.753926,-1
-1,29,23,29,20,-1,-1,-1,0.599152,-1,0.736286,-1
-1,29,24,29,20,-1,-1,-1,0.607428,-1,0.719862,-1
-1,29,25,29,20,-1,-1,-1,0.615703,-1,0.704533,-1
-1,29,26,29,20,-1,-1,-1,0.623979,-1,0.690194,-1
-1,29,27,29,20,-1,-1,-1,0.632255,-1,0.67675,-1
-1,29,28,29,20,-1,-1,-1,0.640531,-1,0.664121,-1
-1,29,29,29,20,-1,-1,-1,0.648807,-1,0.652235,-1
-1,29,30,29,20,-1,-1,-1,0.657083,-1,0.641029,-1
-1,29,20,30,20,-1,-1,-1,0.572178,-1,0.79696,-1
-1,29,21,30,20,-1,-1,-1,0.580397,-1,0.776308,-1
-1,29,22,30,20,-1,-1,-1,0.588616,-1,0.757185,-1
-1,29,23,30,20,-1,-1,-1,0.596836,-1,0.739429,-1
-1,29,24,30,20,-1,-1,-1,0.605055,-1,0.722897,-1
-1,29,25,30,20,-1,-1,-1,0.613274,-1,0.707467,-1
-1,29,26,30,20,-1,-1,-1,0.621493,-1,0.693032,-1
-1,29,27,30,20,-1,-1,-1,0.629712,-1,0.6795,-1
-1,29,28,30,20,-1,-1,-1,0.637932,-1,0.666788,-1
-1,29,29,30,20,-1,-1,-1,0.646151,-1,0.654824,-1
-1,29,30,30,20,-1,-1,-1,0.65437,-1,0.643543,-1
-1,30,20,29,20,-1,-1,-1,0.56696,-1,0.80384,-1
-1,30,21,29,20,-1,-1,-1,0.575013,-1,0.782923,-1
-1,30,22,29,20,-1,-1,-1,0.583067,-1,0.763556,-1
-1,30,23,29,20,-1,-1,-1,0.591121,-1,0.745571,-1
-1,30,24,29,20,-1,-1,-1,0.599174,-1,0.728828,-1
-1,30,25,29,20,-1,-1,-1,0.607228,-1,0.7132,-1
-1,30,26,29,20,-1,-1,-1,0.615282,-1,0.698581,-1
-1,30,27,29,20,-1,-1,-1,0.623336,-1,0.684875,-1
-1,30,28,29,20,-1,-1,-1,0.631389,-1,0.672,-1
-1,30,29,29,20,-1,-1,-1,0.639443,-1,0.659882,-1
-1,30,30,29,20,-1,-1,-1,0.647497,-1,0.648457,-1
-1,30,20,30,20,-1,-1,-1,0.56492,-1,0.80736,-1
-1,30,21,30,20,-1,-1,-1,0.57292,-1,0.786308,-1
-1,30,22,30,20,-1,-1,-1,0.58092,-1,0.766815,-1
-1,30,23,30,20,-1,-1,-1,0.58892,-1,0.748714,-1
-1,30,24,30,20,-1,-1,-1,0.59692,-1,0.731862,-1
-1,30,25,30,20,-1,-1,-1,0.60492,-1,0.716133,-1
-1,30,26,30,20,-1,-1,-1,0.61292,-1,0.701419,-1
-1,30,27,30,20,-1,-1,-1,0.62092,-1,0.687625,-1
-1,30,28,30,20,-1,-1,-1,0.62892,-1,0.674667,-1
-1,30,29,30,20,-1,-1,-1,0.63692,-1,0.662471,-1
-1,30,30,30,20,-1,-1,-1,0.64492,-1,0.650971,-1
15.875,26,29,25,29,14.5049,17.1621,0.586449,0.711488,0.613294,0.602372,0.562081
16.047,29,29,21,30,15.2099,16.8334,0.572723,0.690504,0.599027,0.612384,0.548032
16.0509,25,29,25,25,15.1638,16.8843,0.574622,0.716304,0.608085,0.602099,0.544438
16.1434,25,25,21,29,15.5477,16.7029,0.566386,0.700314,0.58263,0.62586,0.551053
16.1574,30,29,22,30,15.555,16.7232,0.576604,0.676479,0.609241,0.621918,0.544832
16.1865,26,29,21,25,16.8984,15.5177,0.569671,0.717552,0.627636,0.599489,0.517484
16.2946,29,29,20,29,18.0165,14.677,0.548249,0.691743,0.558059,0.611752,0.538721
16.3086,30,30,21,29,15.4515,17.1139,0.587502,0.686085,0.612326,0.611651,0.563951
16.3093,25,26,21,30,15.2831,17.2734,0.568319,0.712388,0.610909,0.612896,0.529017
16.3211,29,29,23,30,15.6105,16.9887,0.568725,0.684324,0.603999,0.617205,0.534807
16.3255,26,29,27,29,16.1879,16.4548,0.578862,0.704611,0.630926,0.607228,0.531111
16.3821,27,29,20,26,18.2249,14.6509,0.618546,0.710109,0.666303,0.602592,0.574046
16.3849,29,29,21,26,15.8583,16.8796,0.574726,0.682883,0.611431,0.619718,0.538992
16.3862,30,30,26,25,13.7178,18.8931,0.565017,0.664377,0.569413,0.630952,0.560601
16.4535,30,30,21,26,13.744,18.999,0.592856,0.680532,0.631381,0.616986,0.555699
16.4794,29,29,27,29,13.7842,19.0115,0.565491,0.670657,0.574355,0.628745,0.556733
16.4795,21,21,21,21,14.0993,18.7155,0.586667,0.695714,0.552727,0.662857,0.620606
16.4831,21,25,21,21,16.0203,16.9179,0.565313,0.741429,0.596923,0.609587,0.536789
16.5052,26,30,21,29,18.7981,14.3512,0.572276,0.735504,0.622665,0.583732,0.529219
16.506,25,26,22,29,16.846,16.1865,0.575877,0.706549,0.607472,0.617504,0.546661
16.5087,30,29,22,25,13.7776,19.0743,0.57242,0.667289,0.597837,0.631489,0.547066
16.5437,30,30,25,30,14.2618,18.6875,0.568483,0.676159,0.599549,0.619307,0.538283
16.5578,26,30,26,25,16.4318,16.6762,0.577981,0.709223,0.620155,0.602262,0.539495
16.5929,25,29,21,21,16.0581,17.0953,0.595059,0.722727,0.639913,0.599124,0.554259
16.5947,29,30,22,25,13.7216,19.2938,0.557907,0.68663,0.593202,0.614069,0.523829
16.6138,23,27,21,22,18.3525,14.9804,0.569642,0.733726,0.628473,0.602092,0.517462
16.6267,26,25,22,21,12.5193,20.4853,0.570996,0.667548,0.574969,0.655471,0.566879
16.6273,29,30,26,27,13.1747,19.8708,0.59168,0.678317,0.591195,0.620082,0.592145
16.6416,29,26,22,29,13.8906,19.226,0.58557,0.659413,0.599696,0.648782,0.571429
16.6542,29,25,21,29,14.5243,18.6552,0.602491,0.653562,0.590843,0.658109,0.61459
16.6596,25,29,21,26,16.8363,16.4937,0.581778,0.733512,0.629928,0.590423,0.539584
16.6633,27,25,22,26,14.9659,18.2579,0.597514,0.666277,0.597357,0.651683,0.59768
16.6868,25,27,20,27,15.8001,17.5197,0.565689,0.719625,0.627948,0.60563,0.509267
16.6894,27,29,22,21,16.8722,16.5176,0.571751,0.693162,0.621404,0.616876,0.524046
16.6956,29,25,21,30,13.9914,19.2361,0.556848,0.655467,0.561936,0.655754,0.551483
16.6961,27,25,21,22,13.4352,19.7596,0.585756,0.661326,0.637264,0.658623,0.531566
16.7023,27,29,21,26,17.163,16.2696,0.575976,0.706628,0.622996,0.60507,0.532654
16.712,21,26,21,30,20.0272,13.5975,0.559598,0.775229,0.650233,0.581851,0.485562
16.726,26,26,23,29,15.5725,17.8097,0.568854,0.690236,0.581634,0.62797,0.556567
16.7293,26,29,21,30,16.9053,16.5639,0.575968,0.727992,0.640295,0.591014,0.519814
16.7487,26,26,21,29,16.2553,17.2122,0.569423,0.697104,0.5925,0.622677,0.547406
16.7744,30,30,23,25,13.6269,19.7314,0.579425,0.672839,0.628441,0.623669,0.530926
16.7898,29,29,26,30,14.1556,19.2644,0.584585,0.67538,0.605856,0.624438,0.563766
16.7967,25,21,20,26,13.9171,19.502,0.582453,0.65745,0.574715,0.683345,0.590838
16.8046,21,25,21,22,17.5547,16.1,0.566001,0.743914,0.647555,0.607475,0.494307
16.8165,25,30,23,25,15.6354,17.9261,0.579443,0.733463,0.633901,0.587807,0.531611
16.8194,29,30,20,29,17.1037,16.5523,0.561559,0.700566,0.601781,0.602309,0.524599
16.8204,29,30,22,21,14.6954,18.8167,0.553742,0.679065,0.565973,0.621504,0.541791
16.829,22,25,23,30,18.4228,15.3317,0.608225,0.738027,0.665383,0.605169,0.557855
16.8306,25,25,27,29,13.984,19.5047,0.555144,0.679559,0.572067,0.642233,0.538433
16.8413,26,29,23,21,15.3608,18.232,0.580645,0.702142,0.584694,0.611854,0.576776
16.8441,21,21,21,25,14.7857,18.778,0.596262,0.705657,0.614931,0.65145,0.578167
16.8444,30,25,22,25,12.7103,20.7281,0.564301,0.633486,0.552017,0.67904,0.578025
16.8642,21,27,22,21,16.7428,16.9781,0.561776,0.759538,0.630648,0.590636,0.503726
16.871,27,29,21,22,15.7399,17.9335,0.574824,0.698535,0.60141,0.612406,0.549762
16.8711,30,29,23,27,15.1886,18.4516,0.575974,0.668098,0.578154,0.630042,0.573791
16.874,30,30,24,29,14.9895,18.6444,0.544927,0.677229,0.552813,0.618738,0.537247
16.8745,27,25,26,29,14.6829,18.9334,0.567232,0.660022,0.573307,0.655628,0.560956
16.8801,29,30,21,30,16.4821,17.254,0.559378,0.699263,0.588591,0.602987,0.532369
16.89,27,29,23,30,18.3893,15.4815,0.574316,0.707794,0.612582,0.602959,0.539457
16.8929,26,29,21,26,17.5801,16.2474,0.562321,0.71964,0.61517,0.597746,0.515091
16.8941,26,30,22,30,17.4915,16.3329,0.567691,0.73381,0.616128,0.584533,0.526202
16.895,26,25,21,25,15.294,18.399,0.566395,0.679152,0.582961,0.642944,0.549855
16.9246,22,25,23,25,17.8165,16.0868,0.565183,0.72627,0.598744,0.615296,0.534848
16.9289,25,25,21,25,15.2667,18.4904,0.589582,0.691686,0.616685,0.634624,0.563299
16.9334,21,23,21,29,16.41,17.4251,0.569062,0.738457,0.613834,0.615669,0.529593
16.9466,26,25,21,29,16.4007,17.4594,0.570107,0.687504,0.595806,0.633922,0.5452
16.9481,25,22,21,29,14.5036,19.2445,0.566115,0.670562,0.571713,0.663385,0.560313
16.9609,26,25,20,29,19.4729,14.601,0.59694,0.690944,0.632381,0.631194,0.562296
16.9631,26,30,20,21,17.8101,16.1674,0.572442,0.722492,0.606645,0.594383,0.541787
16.9638,29,29,26,29,14.3625,19.4076,0.550586,0.673542,0.560296,0.626317,0.541057
16.9745,25,28,23,27,16.99,16.9598,0.566234,0.718195,0.542005,0.603281,0.588529
16.9758,29,25,20,25,13.4874,20.2529,0.57629,0.648772,0.587832,0.665088,0.563823
16.9778,27,25,23,29,15.3928,18.4667,0.580551,0.66916,0.595292,0.647442,0.565657
16.9793,30,30,22,29,15.8167,18.0714,0.574582,0.683092,0.596112,0.614013,0.553521
16.9793,26,25,25,25,14.2459,19.5472,0.576729,0.666186,0.580638,0.654208,0.572712
16.9893,25,29,23,30,17.6974,16.324,0.53432,0.734317,0.56338,0.588712,0.508867
16.9953,29,29,21,29,15.8046,18.1139,0.564263,0.688599,0.620761,0.614179,0.510823
16.9996,22,26,21,21,17.1757,16.8341,0.576116,0.736239,0.630625,0.60672,0.52757
17.0013,27,25,20,26,15.5724,18.3436,0.554371,0.672609,0.565676,0.646095,0.542564
17.0014,26,26,21,30,16.3865,17.579,0.575,0.699192,0.571429,0.620657,0.578404
17.0056,26,30,21,22,16.5774,17.4078,0.575972,0.720888,0.624244,0.595155,0.532819
17.009,25,21,20,21,13.0993,20.6818,0.547768,0.646575,0.534851,0.699124,0.562105
17.013,26,27,21,25,16.3246,17.6598,0.52381,0.698352,0.578605,0.61991,0.472632
17.0153,30,30,21,25,14.9733,18.9337,0.57488,0.678681,0.619594,0.618814,0.531357
17.0189,29,29,23,26,14.4249,19.4558,0.572066,0.676813,0.586927,0.624676,0.557442
17.0196,25,29,25,29,16.8463,17.1824,0.56864,0.724656,0.604018,0.5952,0.537549
17.0244,29,29,22,30,15.9488,18.0349,0.568462,0.687391,0.597064,0.614795,0.541134
17.0296,30,29,21,28,14.9615,18.9726,0.581407,0.675723,0.61543,0.623222,0.5474
17.0347,27,21,20,29,14.987,18.9584,0.607012,0.641227,0.561471,0.692956,0.660592
17.0384,27,29,23,23,15.699,18.2966,0.553692,0.693847,0.585034,0.615597,0.523643
17.0443,29,29,22,26,14.9351,19.0258,0.611544,0.679826,0.626136,0.622197,0.596998
17.0449,25,25,25,23,12.8981,20.9405,0.560337,0.673728,0.567763,0.650667,0.552833
17.0456,30,29,21,25,15.1754,18.8026,0.556093,0.67017,0.574695,0.628993,0.537443
17.0565,28,25,22,27,15.1643,18.8341,0.560928,0.657291,0.555259,0.657512,0.566931
17.0602,29,26,27,29,13.243,20.6462,0.57189,0.645483,0.571926,0.662015,0.571852
17.0693,30,30,21,23,12.9212,20.9662,0.56163,0.674979,0.590123,0.622545,0.533333
17.0702,21,26,26,25,15.8178,18.2467,0.558445,0.739991,0.632012,0.604403,0.494232
17.074,21,29,21,22,19.4659,14.827,0.572957,0.789629,0.661857,0.567188,0.502609
17.08,29,30,20,21,15.0702,18.9682,0.565217,0.685213,0.546448,0.616511,0.583784
17.0821,29,29,26,22,12.4086,21.4726,0.57921,0.660676,0.5983,0.640232,0.559717
17.0848,27,25,21,25,14.9334,19.106,0.594419,0.667395,0.59507,0.651264,0.593743
17.0883,28,30,20,25,20.7403,13.6575,0.552017,0.704795,0.597543,0.602041,0.509913
17.0886,24,25,22,30,19.1647,15.1382,0.594417,0.712373,0.637681,0.618462,0.554236
17.0921,25,29,21,29,18.5612,15.712,0.536506,0.739983,0.5811,0.58549,0.498182
17.0943,26,27,21,29,16.4344,17.7141,0.565982,0.706704,0.604602,0.612088,0.53037
17.0949,29,29,21,27,15.6482,18.454,0.599803,0.684788,0.624324,0.617846,0.576553
17.0958,30,30,22,25,15.5144,18.5814,0.565251,0.675739,0.599923,0.621241,0.531131
17.0959,27,29,21,30,18.8933,15.4074,0.581388,0.714721,0.622598,0.598137,0.544431
