Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2,L
15.4813,18,18,17,18,13.4515,17.3881,0.562
15.5186,18,17,18,17,13.9511,16.9912,0.577293
15.5343,19,17,17,18,13.104,17.8174,0.563302
15.5932,16,17,19,17,18.6968,12.6776,0.577188
15.6,19,18,18,20,12.1798,18.8131,0.566858
15.6343,17,18,18,18,13.6475,17.5008,0.577663
15.6608,20,17,17,20,13.4198,17.7661,0.557444
15.6739,19,17,19,18,12.4847,18.6699,0.567805
15.7357,17,18,18,16,11.524,19.6924,0.60039
15.8085,18,19,20,20,12.5186,18.8991,0.57863
15.839,18,20,16,18,19.7296,12.1841,0.570113
15.8439,17,18,19,17,13.1597,18.3655,0.575555
15.9308,18,18,18,15,16.4061,15.4842,0.604632
15.9572,18,20,20,19,14.2744,17.5381,0.575369
15.9684,17,19,20,16,13.2032,18.5662,0.571978
15.986,16,17,17,17,16.9654,15.0659,0.568867
16.0343,15,18,17,19,15.4539,16.5796,0.582565
16.1116,17,18,15,18,14.4052,17.7146,0.577105
16.1263,19,20,18,19,16.8393,15.4564,0.577425
16.129,20,17,20,17,13.332,18.7565,0.562667
16.1624,20,20,16,17,17.1077,15.2744,0.577628
16.2251,17,17,16,17,15.1173,17.2657,0.561714
16.2284,18,19,20,18,17.2705,15.2495,0.57994
16.2706,18,16,18,19,9.57959,22.5564,0.56565
16.2821,17,16,20,17,11.15,21.1034,0.564127
16.2925,15,17,19,16,18.6596,14.0689,0.568379
16.3048,18,17,18,16,16.5525,16.0721,0.564813
16.3913,20,18,18,15,12.4348,20.1082,0.566777
16.4068,18,17,19,15,13.7533,18.8996,0.568159
16.4133,19,18,19,18,13.4528,19.1945,0.583758
16.4433,17,17,16,19,14.0664,18.6763,0.563269
16.4519,18,18,15,17,15.3512,17.4859,0.559454
16.4901,17,17,20,18,13.8183,19.0001,0.582319
16.4967,18,19,18,17,13.7612,19.0666,0.570684
16.5041,15,15,18,18,14.3671,18.5117,0.560788
16.5114,20,18,20,18,15.5569,17.4081,0.647676
16.5116,18,20,20,20,16.4014,16.6152,0.574487
16.5148,17,18,17,19,18.7735,14.3928,0.552872
16.5438,20,17,19,20,15.7279,17.3102,0.579314
16.5485,20,18,15,15,16.5352,16.561,0.582324
16.5526,18,19,18,19,16.5876,16.5198,0.578227
16.5601,18,17,16,18,15.0847,17.9461,0.560656
16.5773,17,15,20,17,11.0509,21.769,0.573461
16.6224,18,19,19,17,14.4087,18.7021,0.568677
16.641,18,20,15,20,15.0898,18.0982,0.569754
16.6436,19,17,17,16,14.6937,18.4755,0.570273
16.652,17,20,20,20,14.1449,19.0073,0.572659
16.6534,19,17,17,15,15.2249,17.9954,0.571318
16.7213,18,16,19,18,7.9052,25.0036,0.545052
16.7271,17,20,18,18,14.7804,18.5559,0.563458
16.7339,19,19,18,20,12.324,20.8766,0.579054
16.7362,19,17,19,17,13.4203,19.8513,0.57931
16.7684,19,18,17,17,17.3579,16.2145,0.586964
16.7834,18,18,17,20,14.3828,19.0387,0.572571
16.8,20,17,20,16,12.0835,21.231,0.561721
16.8044,17,20,18,19,17.6352,16.024,0.552391
16.8148,20,17,15,17,18.2038,15.5099,0.553459
16.8308,18,20,17,19,16.812,16.8484,0.54976
16.8319,19,19,15,15,13.6206,19.8488,0.578717
16.8483,19,20,19,20,17.0939,16.6176,0.568548
16.8487,17,17,18,19,15.1239,18.4691,0.622134
16.8496,18,19,15,19,21.3381,12.633,0.56802
16.867,15,16,15,20,13.3081,20.2104,0.580997
16.8939,19,17,17,17,14.0781,19.5392,0.575998
16.8989,19,19,20,17,15.5011,18.2122,0.553456
16.9533,17,17,19,18,15.4172,18.3963,0.569795
16.9544,17,15,18,19,12.6869,20.9635,0.575107
16.957,18,19,19,15,14.904,18.8857,0.571657
16.9743,16,17,17,16,18.1613,15.8591,0.570286
16.9746,18,19,18,16,18.3707,15.663,0.552142
16.9808,17,19,20,18,13.2149,20.5186,0.565384
16.9896,18,16,19,19,12.0555,21.6249,0.57735
16.9971,17,17,15,18,18.4048,15.6748,0.596218
17.0073,15,19,17,16,17.3194,16.7141,0.572109
17.0232,18,16,15,16,9.18725,24.3845,0.563928
17.0468,18,17,15,20,14.6391,19.3087,0.563244
17.0534,19,17,17,19,13.4068,20.4791,0.583979
17.0772,18,17,19,17,15.2268,18.8156,0.574728
17.0808,20,17,15,15,16.1055,17.997,0.591114
17.0841,20,17,16,19,17.7051,16.5007,0.562607
17.0854,15,16,18,20,16.3435,17.7824,0.571975
17.0976,16,20,19,20,20.7499,13.6665,0.571952
17.1287,20,18,17,20,14.9233,19.2004,0.547772
17.1385,19,19,15,19,18.9786,15.4099,0.578669
17.1417,18,18,17,15,11.6542,22.2968,0.558533
17.1478,20,17,17,19,16.8908,17.3893,0.545162
17.2044,17,17,17,20,16.0091,18.3273,0.578918
17.2093,16,17,18,16,13.5262,20.6692,0.574619
17.2167,17,20,17,20,20.1883,14.4251,0.561789
17.2352,17,18,20,19,15.6146,18.7577,0.588878
17.236,16,15,18,18,15.1314,19.2131,0.560184
17.263,15,18,20,18,22.6136,12.2365,0.574026
17.2887,17,18,16,16,17.2427,17.332,0.563426
17.29,17,20,15,18,17.1341,17.4364,0.561395
17.293,20,18,15,18,18.9092,15.7746,0.586707
17.3154,18,17,20,19,14.7621,19.7141,0.578465
17.3179,17,19,17,18,14.9159,19.5744,0.564569
17.3219,19,20,18,20,17.4185,17.2312,0.57998
17.3267,20,19,19,17,15.143,19.3782,0.55056
17.3313,17,17,19,19,12.5597,21.814,0.570259
17.3487,20,19,18,19,17.0864,17.5952,0.559496
17.3522,19,15,17,16,14.333,20.1886,0.579925
17.356,19,15,16,17,15.5104,19.0899,0.58392
17.3987,16,16,15,19,19.4799,15.4435,0.560987
17.4035,17,18,16,18,13.6321,20.9465,0.589169
17.4069,17,18,15,16,13.9609,20.6442,0.527741
17.4205,20,17,17,17,16.0729,18.6865,0.574538
17.433,19,17,15,19,18.6328,16.3058,0.557423
17.4343,20,17,19,18,14.4928,20.1978,0.562871
17.4413,16,16,18,18,20.3459,14.7126,0.582417
17.4432,17,19,20,17,14.6138,20.1012,0.572763
17.4883,17,16,19,20,13.6174,21.1248,0.568178
17.4936,18,18,19,20,15.2903,19.5634,0.56019
17.4967,20,17,19,17,13.894,20.8811,0.555214
17.5255,17,16,17,17,12.4873,22.2586,0.571315
17.5342,18,20,15,16,14.6484,20.2451,0.55692
17.544,20,16,20,19,11.3998,23.3161,0.561883
17.5649,18,15,18,18,11.3676,23.3869,0.572667
17.5666,20,17,19,15,12.375,22.4437,0.56548
17.5779,18,19,17,18,11.8118,22.9948,0.578808
17.5883,17,17,15,16,11.2086,23.5815,0.54501
17.6007,17,19,17,15,13.7243,21.2424,0.566545
17.6038,20,19,16,18,18.4068,16.8494,0.560243
17.6038,17,18,17,18,14.9331,20.1128,0.572687
17.6104,18,19,19,16,13.7179,21.2671,0.574543
17.6245,16,19,16,17,21.9288,13.5809,0.569872
17.6284,17,17,17,15,11.9527,22.9603,0.556471
17.6314,18,15,17,20,11.7193,23.1854,0.579743
17.6321,19,18,19,15,14.0886,20.961,0.587812
17.6324,19,19,19,15,13.7737,21.2575,0.562751
17.6448,18,20,18,19,17.6356,17.6534,0.551202
17.6609,18,18,17,19,14.5704,20.5643,0.56249
17.6722,18,18,16,18,16.4296,18.8394,0.562017
17.6768,18,20,19,15,14.6915,20.4814,0.566001
17.6892,17,19,19,18,13.9014,21.2475,0.58243
17.7096,18,15,16,18,11.1872,23.8371,0.574124
17.7161,15,18,20,20,22.5829,13.144,0.57204
17.7187,20,18,16,15,13.3106,21.8598,0.56888
17.7576,18,19,17,17,18.1505,17.3885,0.561439
17.7792,17,17,18,15,13.3139,21.974,0.570775
17.7821,15,19,15,19,23.4501,12.4573,0.564365
17.7823,19,20,15,18,20.4975,15.2316,0.578828
17.7833,16,18,20,20,22.5572,13.2985,0.576576
17.8109,20,20,18,20,16.2945,19.2355,0.606372
17.8136,20,20,16,20,17.4849,18.1224,0.568254
17.8191,18,20,18,18,16.4224,19.1312,0.575942
17.8584,17,19,19,19,19.91,15.931,0.573699
17.8647,20,17,17,18,14.1778,21.3283,0.566452
17.8931,17,15,18,18,14.2346,21.3301,0.550454
17.8939,20,19,15,19,15.114,20.5053,0.561694
17.8946,17,20,16,20,19.7069,16.1921,0.560358
17.8987,17,19,20,19,16.5475,19.1681,0.561516
17.9018,17,17,16,16,11.5851,23.836,0.565801
17.9019,16,15,16,17,16.5823,19.1416,0.572934
17.9142,19,18,18,19,19.3976,16.5207,0.555864
17.9276,18,15,15,16,11.8576,23.6301,0.564142
17.947,19,19,16,18,16.6543,19.1613,0.578768
17.9506,17,15,16,20,11.1579,24.3319,0.574804
17.9637,19,20,18,18,16.3173,19.5104,0.562628
17.9653,17,18,16,15,11.9931,23.5759,0.573936
17.9665,16,15,17,19,18.8066,17.1773,0.567278
17.9739,19,19,15,16,19.1111,16.9056,0.559792
17.9897,18,17,17,18,16.2339,19.6391,0.56973
17.9931,19,17,19,20,12.5838,23.0749,0.570432
18.0028,17,20,20,17,12.9776,22.7237,0.578344
18.0142,19,19,17,20,14.766,21.0656,0.552422
18.0168,19,17,18,20,17.9729,18.058,0.575852
18.0203,18,19,18,18,13.8312,21.9558,0.557901
18.0355,19,16,15,18,13.8493,21.9681,0.56759
18.0438,19,17,19,19,13.7855,22.0443,0.575732
18.0444,18,18,16,19,16.5203,19.4763,0.570684
18.0752,18,17,18,18,16.4857,19.5685,0.562121
18.0864,18,18,18,18,16.7276,19.3629,0.601163
18.0948,19,16,15,19,14.9848,21.0164,0.566804
18.0993,17,18,19,19,18.6853,17.5488,0.587304
18.1147,20,19,20,17,17.6003,18.598,0.571942
18.1223,16,17,16,19,23.625,12.953,0.548748
18.1289,19,18,16,15,16.7537,19.4209,0.558404
18.1351,18,20,17,20,18.5083,17.7844,0.568165
18.148,16,15,15,17,19.047,17.3035,0.561494
18.152,16,15,17,20,17.2953,18.9568,0.579458
18.1591,15,17,16,15,17.2809,18.9841,0.570971
18.1697,17,17,15,19,22.2913,14.2977,0.579305
18.17,18,18,17,17,15.581,20.6023,0.582006
18.1732,18,20,15,15,17.0027,19.2728,0.565344
18.1761,17,20,16,15,14.3468,21.7734,0.566415
18.1829,18,19,16,18,18.4118,17.9678,0.566148
18.1852,20,18,17,17,14.3678,21.7715,0.570915
18.188,17,19,16,18,19.9044,16.5756,0.570718
18.1915,15,18,19,16,18.8577,17.5655,0.569205
18.2018,18,16,18,17,11.4823,24.5144,0.541894
18.2166,17,20,17,19,21.1536,15.4574,0.596979
18.2257,19,17,15,16,23.0386,13.7042,0.547439
18.2368,19,15,15,17,14.8793,21.3911,0.587732
18.2698,19,16,17,20,11.5477,24.5848,0.545903
18.2797,17,20,20,19,14.9895,21.3706,0.562508
18.2892,17,18,17,16,14.5601,21.7925,0.570541
18.304,16,20,15,18,22.8827,14.0025,0.56455
18.3182,19,17,18,19,11.9663,24.2855,0.57931
18.3184,17,17,18,20,15.4826,20.9825,0.573624
18.3185,18,18,20,17,16.7162,19.8238,0.565984
18.3221,17,18,15,19,14.3113,22.0901,0.574304
18.3335,20,20,17,15,14.5433,21.8941,0.560611
18.3602,20,15,16,18,15.7952,20.7699,0.574586
18.3715,20,20,15,19,22.5022,14.491,0.573003
18.3745,15,17,16,19,24.9341,12.2122,0.562861
18.3863,17,19,15,20,17.8863,18.856,0.585195
18.3894,16,19,15,18,24.7492,12.4149,0.563069
18.3912,17,20,19,17,14.8925,21.678,0.558172
18.4001,19,20,15,17,18.4443,18.3585,0.544585
18.4139,15,15,15,16,16.344,20.3584,0.578451
18.4195,16,19,19,17,23.8028,13.3623,0.577037
18.4348,16,17,18,19,19.1324,17.7795,0.582569
18.4546,18,20,17,16,17.5046,19.347,0.568572
18.4572,17,18,15,17,20.6301,16.416,0.611211
18.4732,17,15,15,17,17.093,19.7697,0.557828
18.4764,17,20,15,15,16.2589,20.5596,0.559832
18.4774,20,19,18,20,18.0977,18.8341,0.574501
18.4911,19,18,16,17,18.2489,18.7186,0.55835
18.505,17,19,17,19,13.0807,23.6007,0.57221
18.507,19,19,18,17,16.1991,20.6751,0.559291
18.5228,20,19,16,20,18.2357,18.7925,0.574048
18.5343,20,18,16,17,19.8276,17.3193,0.572182
18.5352,15,15,15,18,24.2413,13.1746,0.55555
18.5538,19,17,15,18,18.5625,18.5457,0.567548
18.5557,18,19,15,17,20.0489,17.153,0.573199
18.5585,18,20,15,17,20.3214,16.9024,0.567652
18.5613,15,18,15,18,23.9857,13.4654,0.595517
18.5717,15,16,15,15,16.9998,20.0484,0.576801
18.5746,18,17,16,15,16.9966,20.057,0.579209
18.5791,16,15,15,18,19.9126,17.3264,0.574658
18.5956,15,18,19,18,25.741,11.8829,0.563852
18.6067,20,19,16,19,19.8153,17.4712,0.578446
18.6109,15,17,17,20,19.9443,17.3583,0.574561
18.6202,19,17,16,19,15.4806,21.5697,0.565557
18.6271,15,18,18,15,20.4117,16.9505,0.570799
18.6286,17,20,18,20,16.7208,20.4209,0.574369
18.645,18,17,17,19,16.2783,20.8684,0.533663
18.672,17,18,17,20,20.118,17.3136,0.584891
18.7072,18,17,18,15,13.5686,23.5346,0.560433
18.711,17,16,15,19,13.7818,23.3416,0.565082
18.7123,16,18,19,19,19.883,17.6124,0.562575
18.7273,18,16,15,19,15.1673,22.0716,0.553905
18.7401,20,20,17,17,18.8807,18.608,0.574107
18.7424,16,17,19,15,21.4861,16.1648,0.55933
18.747,17,19,15,18,16.9727,20.4138,0.554886
18.7551,17,16,20,18,11.2541,25.8018,0.561538
18.776,18,18,19,15,13.8086,23.4425,0.605817
18.7779,17,19,16,17,21.7115,16.022,0.564261
18.7841,15,18,16,20,22.0097,15.7538,0.566469
18.7845,16,18,16,16,25.5816,12.3989,0.581789
18.7847,19,17,20,20,14.2776,23.0188,0.569464
18.7847,17,15,19,18,12.2828,24.8928,0.548874
18.7867,15,18,17,18,25.4989,12.4809,0.565279
18.7874,20,16,15,17,15.4512,21.9216,0.564805
18.7907,18,17,20,20,16.1069,21.3119,0.579871
18.8049,15,17,17,18,22.3092,15.5128,0.576647
18.8201,15,15,20,19,14.9073,22.496,0.581658
18.829,19,19,17,18,15.7187,21.7509,0.570294
18.8682,17,20,15,19,15.817,21.7347,0.572572
18.8686,16,16,18,15,20.1152,17.6975,0.55673
18.87,17,18,19,20,13.7064,23.7209,0.570092
18.871,17,19,19,15,14.4816,22.9946,0.56548
18.8714,19,17,18,18,16.678,20.9321,0.535524
18.8779,20,19,17,20,17.8002,19.8903,0.551623
18.8832,20,15,20,17,13.5536,23.89,0.573119
18.8865,17,15,17,17,15.1228,22.4223,0.577196
18.8865,16,18,15,16,26.792,11.4598,0.56594
18.8925,17,17,15,15,14.6399,22.8875,0.566568
18.9039,17,15,19,17,15.9121,21.7144,0.563016
18.9129,19,17,20,17,12.8256,24.6316,0.598404
18.9136,16,15,19,17,12.564,24.8786,0.580522
18.9205,17,18,20,17,14.503,23.0705,0.556705
18.9215,20,15,17,20,13.3735,24.1334,0.586752
18.9285,16,17,16,17,24.8572,13.3588,0.564943
18.9356,19,19,16,16,17.3038,20.4685,0.559006
18.9566,20,19,17,17,17.0942,20.7062,0.569871
18.9587,17,15,15,18,15.7902,21.9354,0.575243
18.9601,17,15,17,18,13.1629,24.4062,0.565847
18.9663,15,15,16,18,19.6862,18.2899,0.564485
18.9738,16,16,17,17,16.2066,21.5733,0.564458
18.9975,20,16,15,19,15.1373,22.6239,0.571766
19.0018,20,20,18,16,16.209,21.6254,0.575493
19.0058,19,20,20,18,21.3407,16.8122,0.583425
19.0155,17,15,16,19,15.8377,22.0009,0.568445
19.0237,16,19,15,15,20.4454,17.6881,0.566157
19.0308,20,16,15,18,15.1848,22.6439,0.576364
19.0392,17,18,17,17,12.2435,25.4233,0.567209
19.0489,17,18,20,18,16.4503,21.4901,0.590354
19.0709,19,15,20,20,15.1952,22.712,0.569586
19.087,17,19,16,19,19.7206,18.4917,0.579023
19.0884,19,20,20,20,17.5693,20.5156,0.578836
19.0893,15,15,17,17,15.5388,22.4247,0.573814
19.0954,18,17,15,15,18.0375,20.0892,0.57367
19.1129,18,18,20,19,15.3419,22.6556,0.552872
19.1169,20,20,16,18,18.8216,19.3944,0.557665
19.1227,17,17,15,20,17.2433,20.8883,0.58544
19.1228,15,16,20,19,15.9694,22.0852,0.586719
19.1369,18,17,20,18,16.1554,21.9378,0.625337
19.1369,15,17,19,18,18.5889,19.6517,0.570057
19.1395,20,16,20,17,15.9744,22.1129,0.57941
19.1454,18,20,17,18,19.6787,18.6443,0.568571
19.1469,20,17,18,19,14.9941,23.0481,0.593504
19.1558,19,18,16,19,23.7521,14.8378,0.546755
19.1577,18,17,17,20,13.4934,24.4789,0.570269
19.191,19,20,17,17,18.3566,19.9749,0.571891
19.1988,15,18,20,19,21.7165,16.8335,0.57741
19.2048,17,16,17,16,8.9812,28.8092,0.579382
19.2108,17,20,16,17,21.1384,17.3999,0.57001
19.2148,18,19,16,17,16.8816,21.4066,0.585033
19.2167,19,15,16,18,15.6975,22.5228,0.581219
19.2238,17,18,20,20,16.9974,21.3154,0.577615
19.233,18,19,19,20,15.2777,22.9487,0.571429
19.2342,16,20,15,16,29.9915,9.12831,0.559548
19.2366,17,20,16,19,20.6543,17.9048,0.547261
19.2433,16,18,15,17,23.4462,15.2949,0.563963
19.2507,15,17,18,20,23.3665,15.3842,0.598015
19.2562,16,15,16,16,19.0912,19.4113,0.558082
19.2598,20,18,15,17,20.317,18.2666,0.562029
19.2612,17,17,17,16,13.2817,24.8786,0.559044
19.265,18,20,18,15,16.3168,22.0347,0.571364
19.2792,15,19,20,18,23.7231,15.1044,0.584804
19.2902,18,18,16,16,14.2917,23.9859,0.590361
19.3065,16,18,20,16,21.7127,17.0461,0.573611
19.318,20,15,16,17,15.7,22.717,0.570286
19.3185,20,18,20,17,15.2266,23.1625,0.546036
19.3476,15,17,15,19,23.327,15.6093,0.569711
19.348,16,19,20,17,23.564,15.3874,0.58141
19.3498,20,20,20,16,14.6254,23.7882,0.567515
19.374,18,20,20,18,20.0728,18.7174,0.569391
19.3911,17,18,17,15,11.1491,27.1339,0.587956
19.3947,18,16,15,18,13.2269,25.1889,0.559916
19.3965,18,17,15,17,15.0501,23.4796,0.55464
19.4079,15,19,20,19,21.0154,17.8978,0.562962
19.4226,18,15,18,19,11.6454,26.7288,0.575257
19.4295,16,16,16,17,20.781,18.1598,0.566786
19.4325,20,19,17,19,20.6101,18.3261,0.56319
19.4357,19,18,17,18,21.6518,17.3537,0.583688
19.4388,16,19,18,16,24.8762,14.3307,0.574317
19.4445,19,18,17,19,17.903,20.8926,0.566006
19.4475,18,20,18,17,20.8206,18.1575,0.587065
19.452,20,19,20,19,18.6082,20.2447,0.606505
19.4559,15,15,18,17,16.5147,22.2189,0.572775
19.4585,20,17,15,19,12.3307,26.1547,0.568482
19.465,18,17,17,15,12.451,26.0542,0.581617
19.4672,16,17,19,18,20.1504,18.8253,0.559242
19.4704,17,20,15,20,23.2155,15.952,0.55546
19.4732,20,17,18,20,14.9846,23.6899,0.563347
19.4786,17,16,15,18,11.5052,26.969,0.558469
19.4854,19,17,15,15,19.9925,19.009,0.560141
19.4883,15,20,18,20,27.4703,11.9896,0.580845
19.4914,20,15,18,18,13.0419,25.5504,0.560844
19.5032,17,16,15,20,14.1837,24.5006,0.571251
19.5089,19,18,20,18,15.2421,23.5172,0.573631
19.5129,15,15,18,15,15.8275,22.9751,0.588454
19.514,19,19,20,19,14.4621,24.2599,0.573552
19.5151,19,17,16,15,12.9536,25.6792,0.563645
19.5209,18,15,16,16,14.7077,24.0426,0.569244
19.5233,16,19,17,15,24.4968,14.851,0.572102
19.5505,18,20,16,16,12.8488,25.8463,0.565433
19.5665,19,19,18,18,20.1163,19.0501,0.572515
19.5734,17,20,19,15,16.8621,22.1205,0.570444
19.5788,15,16,16,20,19.8229,19.3495,0.562127
19.5854,17,18,15,20,17.6871,21.3688,0.576478
19.5859,17,16,16,15,15.5905,23.3394,0.573165
19.5961,20,15,15,17,16.231,22.7574,0.567354
19.5991,15,19,20,16,19.1158,20.0532,0.596732
19.6281,19,20,15,19,20.4535,18.8527,0.565965
19.6297,15,17,19,20,21.9462,17.4536,0.573861
19.6323,15,20,15,19,24.2479,15.2962,0.56401
19.6416,16,18,16,19,23.7821,15.7518,0.548982
19.6491,15,17,19,15,21.6785,17.7426,0.558463
19.6494,19,15,19,18,12.2941,26.5592,0.566231
19.6495,18,15,18,20,11.2029,27.5846,0.565823
19.6505,19,18,18,17,17.85,21.342,0.562108
19.6561,16,17,18,20,28.1933,11.636,0.53262
19.6609,15,19,16,18,22.7778,16.7328,0.570154
19.6611,19,17,15,20,19.9461,19.3934,0.57
19.6647,16,16,15,18,13.5545,25.4048,0.574236
19.6713,18,19,17,15,17.9813,21.2589,0.565528
19.6771,19,18,17,15,14.4684,24.5704,0.538827
19.6801,15,16,19,15,18.2018,21.0689,0.629852
19.6886,17,17,19,20,13.7855,25.2342,0.589581
19.697,17,15,19,20,13.6504,25.3775,0.548132
19.7003,15,18,16,18,22.5471,17.0259,0.567265
19.7024,20,20,15,16,17.8566,21.4363,0.572423
19.7074,20,18,18,19,18.7314,20.6243,0.57625
19.7152,16,15,18,20,20.6866,18.8027,0.527415
19.7213,17,17,15,17,18.3441,21.0151,0.555951
19.7291,17,18,16,19,16.5081,22.755,0.55323
19.7458,18,15,15,15,9.59003,29.2866,0.564751
19.7481,20,20,19,18,20.1306,19.3887,0.582734
19.7538,18,18,18,16,16.7743,22.5529,0.566407
19.7596,19,20,15,20,17.6525,21.7391,0.575591
19.7669,20,19,19,18,17.1529,22.2226,0.561701
19.7677,18,20,19,16,15.8926,23.4082,0.559384
19.768,20,18,19,18,17.9476,21.478,0.564299
19.7805,20,15,19,19,11.7777,27.2987,0.602834
19.7824,19,20,20,17,16.9176,22.4737,0.584461
19.7825,20,19,19,15,11.8745,27.2116,0.559985
19.7863,18,20,15,19,20.6155,19.0074,0.566086
19.7898,18,18,16,15,16.0876,23.2678,0.563917
19.7972,18,19,17,19,15.1108,24.1999,0.567433
19.7975,15,15,15,19,24.5754,15.309,0.600966
19.8121,18,20,20,17,17.8324,21.6719,0.570443
19.8122,16,16,20,18,19.1843,20.4021,0.5646
19.8136,19,16,17,19,12.9962,26.2181,0.57523
19.8199,17,19,18,19,15.5491,23.8322,0.585843
19.8213,15,16,16,19,19.9219,19.7269,0.572917
19.8262,18,17,17,16,13.6147,25.6615,0.565331
19.8459,15,18,18,20,20.6301,19.1093,0.56641
19.8482,16,15,16,20,20.2458,19.4748,0.581686
19.8545,17,15,16,18,14.4006,24.9781,0.579303
19.8609,16,17,15,20,21.4157,18.4003,0.542132
19.8658,20,20,17,18,19.1637,20.5253,0.575397
19.8756,18,20,19,18,16.939,22.6343,0.570595
19.8873,17,18,15,15,17.6593,21.9804,0.573561
19.8996,18,17,16,20,22.0021,17.9245,0.560721
19.9039,18,17,16,19,16.7561,22.8611,0.567694
19.9226,20,20,19,20,22.6895,17.3232,0.571651
19.9302,18,17,19,19,16.726,22.9403,0.563578
19.943,19,20,17,15,15.2197,24.3802,0.571336
19.9453,19,19,16,17,17.4828,22.2586,0.570368
19.967,17,19,17,16,12.7591,26.7384,0.559801
19.9878,18,16,16,17,12.3276,27.184,0.565051
19.9972,16,15,16,15,20.2808,19.7307,0.553935
20.0048,18,18,18,19,14.5602,25.1196,0.575502
20.0048,18,19,15,16,21.0894,18.9859,0.553236
20.0145,15,15,20,18,17.704,22.1851,0.569374
20.0247,17,16,19,19,14.5634,25.1553,0.577367
20.0405,20,20,15,15,18.215,21.7556,0.589986
20.0411,18,18,19,19,15.3199,24.4764,0.566123
20.0437,19,16,18,17,13.148,26.5218,0.554036
20.0719,15,17,18,19,25.2978,15.1625,0.564949
20.0729,16,15,15,15,19.9445,20.1936,0.563897
20.0782,19,18,15,16,18.3129,21.7366,0.585094
20.0789,15,17,17,15,21.6774,18.5772,0.564503
20.0795,15,20,17,15,23.5066,16.8598,0.555658
20.0842,18,18,15,18,18.8301,21.2625,0.56268
20.093,17,19,19,16,13.729,26.0717,0.56877
20.0939,15,18,15,17,26.0056,14.5402,0.566014
20.0953,19,17,18,15,12.6319,27.1067,0.57539
20.0968,15,18,20,16,20.5756,19.6471,0.571762
20.1,20,18,18,18,15.6564,24.2744,0.602032
20.1057,20,20,15,17,23.2125,17.187,0.566754
20.1077,16,18,19,15,19.8121,20.3855,0.562721
20.1312,15,16,20,20,16.5164,23.527,0.573944
20.1332,17,17,16,18,19.6751,20.5636,0.577853
20.1361,20,19,15,17,21.4695,18.8835,0.575229
20.1397,15,18,17,15,20.4609,19.838,0.564767
20.1414,18,19,16,16,17.3329,22.7798,0.567755
20.1422,15,17,18,18,24.2697,16.2647,0.578242
20.1433,20,17,18,15,14.1002,25.8205,0.574874
20.1467,19,18,16,16,16.087,23.9604,0.549889
20.1473,18,17,17,17,15.5338,24.4814,0.564875
20.1528,19,19,18,15,17.6805,22.4754,0.561442
20.1557,17,20,16,18,18.0082,22.1731,0.579191
20.1697,18,15,16,15,14.3001,25.6838,0.562702
20.1789,19,20,16,17,13.9606,26.0205,0.562172
20.1839,18,18,15,19,20.3799,19.9997,0.568676
20.1912,20,17,20,18,19.9895,20.3807,0.541292
