Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2,L
-1,15,23,16,22,-1,-1,-1
-1,15,23,16,23,-1,-1,-1
-1,15,23,16,24,-1,-1,-1
-1,15,23,16,25,-1,-1,-1
-1,15,24,16,16,-1,-1,-1
-1,15,24,16,17,-1,-1,-1
-1,15,24,16,18,-1,-1,-1
-1,15,24,16,19,-1,-1,-1
-1,15,24,16,20,-1,-1,-1
-1,15,24,16,21,-1,-1,-1
-1,15,24,16,22,-1,-1,-1
-1,15,24,16,23,-1,-1,-1
-1,15,24,16,24,-1,-1,-1
-1,15,24,16,25,-1,-1,-1
-1,15,25,16,16,-1,-1,-1
-1,15,25,16,17,-1,-1,-1
-1,15,25,16,18,-1,-1,-1
-1,15,25,16,19,-1,-1,-1
-1,15,25,16,20,-1,-1,-1
-1,15,25,16,21,-1,-1,-1
-1,15,25,16,22,-1,-1,-1
-1,15,25,16,23,-1,-1,-1
-1,15,25,16,24,-1,-1,-1
-1,15,25,16,25,-1,-1,-1
-1,15,15,17,15,-1,-1,-1
-1,15,15,17,18,-1,-1,-1
-1,15,15,17,19,-1,-1,-1
-1,15,15,17,20,-1,-1,-1
-1,15,15,17,21,-1,-1,-1
-1,15,15,17,22,-1,-1,-1
-1,15,15,17,23,-1,-1,-1
-1,15,15,17,24,-1,-1,-1
-1,15,15,17,25,-1,-1,-1
-1,15,16,17,15,-1,-1,-1
-1,15,16,17,18,-1,-1,-1
-1,15,16,17,19,-1,-1,-1
-1,15,16,17,20,-1,-1,-1
-1,15,16,17,21,-1,-1,-1
-1,15,16,17,22,-1,-1,-1
-1,15,16,17,23,-1,-1,-1
-1,15,16,17,24,-1,-1,-1
-1,15,16,17,25,-1,-1,-1
-1,15,17,17,15,-1,-1,-1
-1,15,17,17,18,-1,-1,-1
-1,15,17,17,19,-1,-1,-1
-1,15,17,17,20,-1,-1,-1
-1,15,17,17,21,-1,-1,-1
-1,15,17,17,22,-1,-1,-1
-1,15,17,17,23,-1,-1,-1
-1,15,17,17,24,-1,-1,-1
-1,15,17,17,25,-1,-1,-1
-1,15,18,17,15,-1,-1,-1
-1,15,18,17,18,-1,-1,-1
-1,15,18,17,19,-1,-1,-1
-1,15,18,17,20,-1,-1,-1
-1,15,18,17,21,-1,-1,-1
-1,15,18,17,22,-1,-1,-1
-1,15,18,17,23,-1,-1,-1
-1,15,18,17,24,-1,-1,-1
-1,15,18,17,25,-1,-1,-1
-1,15,19,17,15,-1,-1,-1
-1,15,19,17,18,-1,-1,-1
-1,15,19,17,19,-1,-1,-1
-1,15,19,17,20,-1,-1,-1
-1,15,19,17,21,-1,-1,-1
-1,15,19,17,22,-1,-1,-1
-1,15,19,17,23,-1,-1,-1
-1,15,19,17,24,-1,-1,-1
-1,15,19,17,25,-1,-1,-1
-1,15,20,17,15,-1,-1,-1
-1,15,20,17,18,-1,-1,-1
-1,15,20,17,19,-1,-1,-1
-1,15,20,17,20,-1,-1,-1
-1,15,20,17,21,-1,-1,-1
-1,15,20,17,22,-1,-1,-1
-1,15,20,17,23,-1,-1,-1
-1,15,20,17,24,-1,-1,-1
-1,15,20,17,25,-1,-1,-1
-1,15,21,17,15,-1,-1,-1
-1,15,21,17,18,-1,-1,-1
-1,15,21,17,19,-1,-1,-1
-1,15,21,17,20,-1,-1,-1
-1,15,21,17,21,-1,-1,-1
-1,15,21,17,22,-1,-1,-1
-1,15,21,17,23,-1,-1,-1
-1,15,21,17,24,-1,-1,-1
-1,15,21,17,25,-1,-1,-1
-1,15,22,17,15,-1,-1,-1
-1,15,22,17,18,-1,-1,-1
-1,15,22,17,19,-1,-1,-1
-1,15,22,17,20,-1,-1,-1
-1,15,22,17,21,-1,-1,-1
-1,15,22,17,22,-1,-1,-1
-1,15,22,17,23,-1,-1,-1
-1,15,22,17,24,-1,-1,-1
-1,15,22,17,25,-1,-1,-1
-1,15,23,17,15,-1,-1,-1
-1,15,23,17,18,-1,-1,-1
-1,15,23,17,19,-1,-1,-1
-1,15,23,17,20,-1,-1,-1
-1,15,23,17,21,-1,-1,-1
-1,15,23,17,22,-1,-1,-1
-1,15,23,17,23,-1,-1,-1
-1,15,23,17,24,-1,-1,-1
-1,15,23,17,25,-1,-1,-1
-1,15,24,17,15,-1,-1,-1
-1,15,24,17,18,-1,-1,-1
-1,15,24,17,19,-1,-1,-1
-1,15,24,17,20,-1,-1,-1
-1,15,24,17,21,-1,-1,-1
-1,15,24,17,22,-1,-1,-1
-1,15,24,17,23,-1,-1,-1
-1,15,24,17,24,-1,-1,-1
-1,15,24,17,25,-1,-1,-1
-1,15,25,17,15,-1,-1,-1
-1,15,25,17,18,-1,-1,-1
-1,15,25,17,19,-1,-1,-1
-1,15,25,17,20,-1,-1,-1
-1,15,25,17,21,-1,-1,-1
-1,15,25,17,22,-1,-1,-1
-1,15,25,17,23,-1,-1,-1
-1,15,25,17,24,-1,-1,-1
-1,15,25,17,25,-1,-1,-1
-1,15,15,18,15,-1,-1,-1
-1,15,15,18,19,-1,-1,-1
-1,15,15,18,20,-1,-1,-1
-1,15,15,18,21,-1,-1,-1
-1,15,15,18,22,-1,-1,-1
-1,15,15,18,23,-1,-1,-1
-1,15,15,18,24,-1,-1,-1
-1,15,15,18,25,-1,-1,-1
-1,15,16,18,15,-1,-1,-1
-1,15,16,18,19,-1,-1,-1
-1,15,16,18,20,-1,-1,-1
-1,15,16,18,21,-1,-1,-1
-1,15,16,18,22,-1,-1,-1
-1,15,16,18,23,-1,-1,-1
-1,15,16,18,24,-1,-1,-1
-1,15,16,18,25,-1,-1,-1
-1,15,17,18,15,-1,-1,-1
-1,15,17,18,19,-1,-1,-1
-1,15,17,18,20,-1,-1,-1
-1,15,17,18,21,-1,-1,-1
-1,15,17,18,22,-1,-1,-1
-1,15,17,18,23,-1,-1,-1
-1,15,17,18,24,-1,-1,-1
-1,15,17,18,25,-1,-1,-1
-1,15,18,18,15,-1,-1,-1
-1,15,18,18,19,-1,-1,-1
-1,15,18,18,20,-1,-1,-1
-1,15,18,18,21,-1,-1,-1
-1,15,18,18,22,-1,-1,-1
-1,15,18,18,23,-1,-1,-1
-1,15,18,18,24,-1,-1,-1
-1,15,18,18,25,-1,-1,-1
-1,15,19,18,15,-1,-1,-1
-1,15,19,18,19,-1,-1,-1
-1,15,19,18,20,-1,-1,-1
-1,15,19,18,21,-1,-1,-1
-1,15,19,18,22,-1,-1,-1
-1,15,19,18,23,-1,-1,-1
-1,15,19,18,24,-1,-1,-1
-1,15,19,18,25,-1,-1,-1
-1,15,20,18,15,-1,-1,-1
-1,15,20,18,19,-1,-1,-1
-1,15,20,18,20,-1,-1,-1
-1,15,20,18,21,-1,-1,-1
-1,15,20,18,22,-1,-1,-1
-1,15,20,18,23,-1,-1,-1
-1,15,20,18,24,-1,-1,-1
-1,15,20,18,25,-1,-1,-1
-1,15,21,18,15,-1,-1,-1
-1,15,21,18,19,-1,-1,-1
-1,15,21,18,20,-1,-1,-1
-1,15,21,18,21,-1,-1,-1
-1,15,21,18,22,-1,-1,-1
-1,15,21,18,23,-1,-1,-1
-1,15,21,18,24,-1,-1,-1
-1,15,21,18,25,-1,-1,-1
-1,15,22,18,15,-1,-1,-1
-1,15,22,18,19,-1,-1,-1
-1,15,22,18,20,-1,-1,-1
-1,15,22,18,21,-1,-1,-1
-1,15,22,18,22,-1,-1,-1
-1,15,22,18,23,-1,-1,-1
-1,15,22,18,24,-1,-1,-1
-1,15,22,18,25,-1,-1,-1
-1,15,23,18,15,-1,-1,-1
-1,15,23,18,19,-1,-1,-1
-1,15,23,18,20,-1,-1,-1
-1,15,23,18,21,-1,-1,-1
-1,15,23,18,22,-1,-1,-1
-1,15,23,18,23,-1,-1,-1
-1,15,23,18,24,-1,-1,-1
-1,15,23,18,25,-1,-1,-1
-1,15,24,18,15,-1,-1,-1
-1,15,24,18,19,-1,-1,-1
-1,15,24,18,20,-1,-1,-1
-1,15,24,18,21,-1,-1,-1
-1,15,24,18,22,-1,-1,-1
-1,15,24,18,23,-1,-1,-1
-1,15,24,18,24,-1,-1,-1
-1,15,24,18,25,-1,-1,-1
-1,15,25,18,15,-1,-1,-1
-1,15,25,18,19,-1,-1,-1
-1,15,25,18,20,-1,-1,-1
-1,15,25,18,21,-1,-1,-1
-1,15,25,18,22,-1,-1,-1
-1,15,25,18,23,-1,-1,-1
-1,15,25,18,24,-1,-1,-1
-1,15,25,18,25,-1,-1,-1
-1,15,15,19,15,-1,-1,-1
-1,15,15,19,16,-1,-1,-1
-1,15,15,19,21,-1,-1,-1
-1,15,15,19,22,-1,-1,-1
-1,15,15,19,23,-1,-1,-1
-1,15,15,19,24,-1,-1,-1
-1,15,15,19,25,-1,-1,-1
-1,15,16,19,15,-1,-1,-1
-1,15,16,19,16,-1,-1,-1
-1,15,16,19,21,-1,-1,-1
-1,15,16,19,22,-1,-1,-1
-1,15,16,19,23,-1,-1,-1
-1,15,16,19,24,-1,-1,-1
-1,15,16,19,25,-1,-1,-1
-1,15,17,19,15,-1,-1,-1
-1,15,17,19,16,-1,-1,-1
-1,15,17,19,21,-1,-1,-1
-1,15,17,19,22,-1,-1,-1
-1,15,17,19,23,-1,-1,-1
-1,15,17,19,24,-1,-1,-1
-1,15,17,19,25,-1,-1,-1
-1,15,18,19,15,-1,-1,-1
-1,15,18,19,16,-1,-1,-1
-1,15,18,19,21,-1,-1,-1
-1,15,18,19,22,-1,-1,-1
-1,15,18,19,23,-1,-1,-1
-1,15,18,19,24,-1,-1,-1
-1,15,18,19,25,-1,-1,-1
-1,15,19,19,15,-1,-1,-1
-1,15,19,19,16,-1,-1,-1
-1,15,19,19,21,-1,-1,-1
-1,15,19,19,22,-1,-1,-1
-1,15,19,19,23,-1,-1,-1
-1,15,19,19,24,-1,-1,-1
-1,15,19,19,25,-1,-1,-1
-1,15,20,19,15,-1,-1,-1
-1,15,20,19,16,-1,-1,-1
-1,15,20,19,21,-1,-1,-1
-1,15,20,19,22,-1,-1,-1
-1,15,20,19,23,-1,-1,-1
-1,15,20,19,24,-1,-1,-1
-1,15,20,19,25,-1,-1,-1
-1,15,21,19,15,-1,-1,-1
-1,15,21,19,16,-1,-1,-1
-1,15,21,19,21,-1,-1,-1
-1,15,21,19,22,-1,-1,-1
-1,15,21,19,23,-1,-1,-1
-1,15,21,19,24,-1,-1,-1
-1,15,21,19,25,-1,-1,-1
-1,15,22,19,15,-1,-1,-1
-1,15,22,19,16,-1,-1,-1
-1,15,22,19,21,-1,-1,-1
-1,15,22,19,22,-1,-1,-1
-1,15,22,19,23,-1,-1,-1
-1,15,22,19,24,-1,-1,-1
-1,15,22,19,25,-1,-1,-1
-1,15,23,19,15,-1,-1,-1
-1,15,23,19,16,-1,-1,-1
-1,15,23,19,21,-1,-1,-1
-1,15,23,19,22,-1,-1,-1
-1,15,23,19,23,-1,-1,-1
-1,15,23,19,24,-1,-1,-1
-1,15,23,19,25,-1,-1,-1
-1,15,24,19,15,-1,-1,-1
-1,15,24,19,16,-1,-1,-1
-1,15,24,19,21,-1,-1,-1
-1,15,24,19,22,-1,-1,-1
-1,15,24,19,23,-1,-1,-1
-1,15,24,19,24,-1,-1,-1
-1,15,24,19,25,-1,-1,-1
-1,15,25,19,15,-1,-1,-1
-1,15,25,19,16,-1,-1,-1
-1,15,25,19,21,-1,-1,-1
-1,15,25,19,22,-1,-1,-1
-1,15,25,19,23,-1,-1,-1
-1,15,25,19,24,-1,-1,-1
-1,15,25,19,25,-1,-1,-1
-1,15,15,20,15,-1,-1,-1
-1,15,15,20,16,-1,-1,-1
-1,15,15,20,22,-1,-1,-1
-1,15,15,20,23,-1,-1,-1
-1,15,15,20,24,-1,-1,-1
-1,15,15,20,25,-1,-1,-1
-1,15,16,20,15,-1,-1,-1
-1,15,16,20,16,-1,-1,-1
-1,15,16,20,22,-1,-1,-1
-1,15,16,20,23,-1,-1,-1
-1,15,16,20,24,-1,-1,-1
-1,15,16,20,25,-1,-1,-1
-1,15,17,20,15,-1,-1,-1
-1,15,17,20,16,-1,-1,-1
-1,15,17,20,22,-1,-1,-1
-1,15,17,20,23,-1,-1,-1
-1,15,17,20,24,-1,-1,-1
-1,15,17,20,25,-1,-1,-1
-1,15,18,20,15,-1,-1,-1
-1,15,18,20,16,-1,-1,-1
-1,15,18,20,22,-1,-1,-1
-1,15,18,20,23,-1,-1,-1
-1,15,18,20,24,-1,-1,-1
-1,15,18,20,25,-1,-1,-1
-1,15,19,20,15,-1,-1,-1
-1,15,19,20,16,-1,-1,-1
-1,15,19,20,22,-1,-1,-1
-1,15,19,20,23,-1,-1,-1
-1,15,19,20,24,-1,-1,-1
-1,15,19,20,25,-1,-1,-1
-1,15,20,20,15,-1,-1,-1
-1,15,20,20,16,-1,-1,-1
-1,15,20,20,22,-1,-1,-1
-1,15,20,20,23,-1,-1,-1
-1,15,20,20,24,-1,-1,-1
-1,15,20,20,25,-1,-1,-1
-1,15,21,20,15,-1,-1,-1
-1,15,21,20,16,-1,-1,-1
-1,15,21,20,22,-1,-1,-1
-1,15,21,20,23,-1,-1,-1
-1,15,21,20,24,-1,-1,-1
-1,15,21,20,25,-1,-1,-1
-1,15,22,20,15,-1,-1,-1
-1,15,22,20,16,-1,-1,-1
-1,15,22,20,22,-1,-1,-1
-1,15,22,20,23,-1,-1,-1
-1,15,22,20,24,-1,-1,-1
-1,15,22,20,25,-1,-1,-1
-1,15,23,20,15,-1,-1,-1
-1,15,23,20,16,-1,-1,-1
-1,15,23,20,22,-1,-1,-1
-1,15,23,20,23,-1,-1,-1
-1,15,23,20,24,-1,-1,-1
-1,15,23,20,25,-1,-1,-1
-1,15,24,20,15,-1,-1,-1
-1,15,24,20,16,-1,-1,-1
-1,15,24,20,22,-1,-1,-1
-1,15,24,20,23,-1,-1,-1
-1,15,24,20,24,-1,-1,-1
-1,15,24,20,25,-1,-1,-1
-1,15,25,20,15,-1,-1,-1
-1,15,25,20,16,-1,-1,-1
-1,15,25,20,22,-1,-1,-1
-1,15,25,20,23,-1,-1,-1
-1,15,25,20,24,-1,-1,-1
-1,15,25,20,25,-1,-1,-1
-1,15,15,21,15,-1,-1,-1
-1,15,15,21,16,-1,-1,-1
-1,15,15,21,17,-1,-1,-1
-1,15,15,21,24,-1,-1,-1
-1,15,15,21,25,-1,-1,-1
-1,15,16,21,15,-1,-1,-1
-1,15,16,21,16,-1,-1,-1
-1,15,16,21,17,-1,-1,-1
-1,15,16,21,24,-1,-1,-1
-1,15,16,21,25,-1,-1,-1
-1,15,17,21,15,-1,-1,-1
-1,15,17,21,16,-1,-1,-1
-1,15,17,21,17,-1,-1,-1
-1,15,17,21,24,-1,-1,-1
-1,15,17,21,25,-1,-1,-1
-1,15,18,21,15,-1,-1,-1
-1,15,18,21,16,-1,-1,-1
-1,15,18,21,17,-1,-1,-1
-1,15,18,21,24,-1,-1,-1
-1,15,18,21,25,-1,-1,-1
-1,15,19,21,15,-1,-1,-1
-1,15,19,21,16,-1,-1,-1
-1,15,19,21,17,-1,-1,-1
-1,15,19,21,24,-1,-1,-1
-1,15,19,21,25,-1,-1,-1
-1,15,20,21,15,-1,-1,-1
-1,15,20,21,16,-1,-1,-1
-1,15,20,21,17,-1,-1,-1
-1,15,20,21,24,-1,-1,-1
-1,15,20,21,25,-1,-1,-1
-1,15,21,21,15,-1,-1,-1
-1,15,21,21,16,-1,-1,-1
-1,15,21,21,17,-1,-1,-1
-1,15,21,21,24,-1,-1,-1
-1,15,21,21,25,-1,-1,-1
-1,15,22,21,15,-1,-1,-1
-1,15,22,21,16,-1,-1,-1
-1,15,22,21,17,-1,-1,-1
-1,15,22,21,24,-1,-1,-1
-1,15,22,21,25,-1,-1,-1
-1,15,23,21,15,-1,-1,-1
-1,15,23,21,16,-1,-1,-1
-1,15,23,21,17,-1,-1,-1
-1,15,23,21,24,-1,-1,-1
-1,15,23,21,25,-1,-1,-1
-1,15,24,21,15,-1,-1,-1
-1,15,24,21,16,-1,-1,-1
-1,15,24,21,17,-1,-1,-1
-1,15,24,21,24,-1,-1,-1
-1,15,24,21,25,-1,-1,-1
-1,15,25,21,15,-1,-1,-1
-1,15,25,21,16,-1,-1,-1
-1,15,25,21,17,-1,-1,-1
-1,15,25,21,24,-1,-1,-1
-1,15,25,21,25,-1,-1,-1
-1,15,15,22,15,-1,-1,-1
-1,15,15,22,16,-1,-1,-1
-1,15,15,22,17,-1,-1,-1
-1,15,15,22,18,-1,-1,-1
-1,15,15,22,25,-1,-1,-1
-1,15,16,22,15,-1,-1,-1
-1,15,16,22,16,-1,-1,-1
-1,15,16,22,17,-1,-1,-1
-1,15,16,22,18,-1,-1,-1
-1,15,16,22,25,-1,-1,-1
-1,15,17,22,15,-1,-1,-1
-1,15,17,22,16,-1,-1,-1
-1,15,17,22,17,-1,-1,-1
-1,15,17,22,18,-1,-1,-1
-1,15,17,22,25,-1,-1,-1
-1,15,18,22,15,-1,-1,-1
-1,15,18,22,16,-1,-1,-1
-1,15,18,22,17,-1,-1,-1
-1,15,18,22,18,-1,-1,-1
-1,15,18,22,25,-1,-1,-1
-1,15,19,22,15,-1,-1,-1
-1,15,19,22,16,-1,-1,-1
-1,15,19,22,17,-1,-1,-1
-1,15,19,22,18,-1,-1,-1
-1,15,19,22,25,-1,-1,-1
-1,15,20,22,15,-1,-1,-1
-1,15,20,22,16,-1,-1,-1
-1,15,20,22,17,-1,-1,-1
-1,15,20,22,18,-1,-1,-1
-1,15,20,22,25,-1,-1,-1
-1,15,21,22,15,-1,-1,-1
-1,15,21,22,16,-1,-1,-1
-1,15,21,22,17,-1,-1,-1
-1,15,21,22,18,-1,-1,-1
-1,15,21,22,25,-1,-1,-1
-1,15,22,22,15,-1,-1,-1
-1,15,22,22,16,-1,-1,-1
-1,15,22,22,17,-1,-1,-1
-1,15,22,22,18,-1,-1,-1
-1,15,22,22,25,-1,-1,-1
-1,15,23,22,15,-1,-1,-1
-1,15,23,22,16,-1,-1,-1
-1,15,23,22,17,-1,-1,-1
-1,15,23,22,18,-1,-1,-1
-1,15,23,22,25,-1,-1,-1
-1,15,24,22,15,-1,-1,-1
-1,15,24,22,16,-1,-1,-1
-1,15,24,22,17,-1,-1,-1
-1,15,24,22,18,-1,-1,-1
-1,15,24,22,25,-1,-1,-1
-1,15,25,22,15,-1,-1,-1
-1,15,25,22,16,-1,-1,-1
-1,15,25,22,17,-1,-1,-1
-1,15,25,22,18,-1,-1,-1
-1,15,25,22,25,-1,-1,-1
-1,15,15,23,15,-1,-1,-1
-1,15,15,23,16,-1,-1,-1
-1,15,15,23,17,-1,-1,-1
-1,15,15,23,18,-1,-1,-1
-1,15,16,23,15,-1,-1,-1
-1,15,16,23,16,-1,-1,-1
-1,15,16,23,17,-1,-1,-1
-1,15,16,23,18,-1,-1,-1
-1,15,17,23,15,-1,-1,-1
-1,15,17,23,16,-1,-1,-1
-1,15,17,23,17,-1,-1,-1
-1,15,17,23,18,-1,-1,-1
-1,15,18,23,15,-1,-1,-1
-1,15,18,23,16,-1,-1,-1
-1,15,18,23,17,-1,-1,-1
-1,15,18,23,18,-1,-1,-1
-1,15,19,23,15,-1,-1,-1
-1,15,19,23,16,-1,-1,-1
-1,15,19,23,17,-1,-1,-1
-1,15,19,23,18,-1,-1,-1
-1,15,20,23,15,-1,-1,-1
-1,15,20,23,16,-1,-1,-1
-1,15,20,23,17,-1,-1,-1
-1,15,20,23,18,-1,-1,-1
-1,15,21,23,15,-1,-1,-1
